0,-0.009023
0.042,-0.01205
0.084,-0.01474
0.125,-0.01674
0.167,-0.01674
0.209,-0.01612
0.251,-0.01527
0.293,-0.01331
0.335,-0.01105
0.376,-0.009685
0.418,-0.01059
0.46,-0.01246
0.502,-0.01342
0.544,-0.01257
0.586,-0.01056
0.627,-0.009359
0.669,-0.009171
0.711,-0.009677
0.753,-0.01046
0.795,-0.01088
0.837,-0.01027
0.878,-0.009353
0.92,-0.008795
0.962,-0.008519
1.004,-0.009304
1.046,-0.01166
1.088,-0.01541
1.129,-0.01701
1.171,-0.01639
1.213,-0.01549
1.255,-0.01392
1.297,-0.01072
1.339,-0.007528
1.38,-0.005973
1.422,-0.007306
1.464,-0.006965
1.506,-0.005475
1.548,-0.003624
1.59,-0.003672
1.631,-0.004561
1.673,-0.003489
1.715,-0.001631
1.757,5.235e-05
1.799,0.001174
1.841,0.001954
1.882,0.002178
1.924,0.00156
1.966,0.000831
2.008,0.0001017
2.05,-0.0003072
2.092,-0.0001974
2.133,0.0001941
2.175,-0.0001287
2.217,-0.0007427
2.259,-0.0005184
2.301,0.0002666
2.343,0.001555
2.384,0.003165
2.426,0.005011
2.468,0.007253
2.51,0.008654
2.552,0.009054
2.594,0.008219
2.635,0.007819
2.677,0.007993
2.719,0.00872
2.761,0.009395
2.803,0.009843
2.845,0.0103
2.886,0.01005
2.928,0.008656
2.97,0.007816
3.012,0.008041
3.054,0.009389
3.096,0.01015
3.137,0.009796
3.179,0.007497
3.221,0.00545
3.263,0.004887
3.305,0.006288
3.347,0.00702
3.388,0.006587
3.43,0.007548
3.472,0.009384
3.514,0.01118
3.556,0.009893
3.598,0.008004
3.639,0.009251
3.681,0.01138
3.723,0.01209
3.765,0.0103
3.807,0.009399
3.849,0.009841
3.89,0.0103
3.932,0.01023
3.974,0.009282
4.016,0.008888
4.058,0.009504
4.1,0.01123
4.141,0.01089
4.183,0.008647
4.225,0.005281
4.267,0.002077
4.309,-0.0006179
4.351,-0.001915
4.392,-0.001395
4.434,0.0007279
4.476,0.001734
4.518,0.00155
4.56,0.0002043
4.602,-0.0008629
4.643,-0.001766
4.685,-0.002605
4.727,-0.002996
4.769,-0.00294
4.811,-0.002884
4.853,-0.001384
4.894,0.002092
4.936,0.00466
4.978,0.005505
5.02,0.004832
5.062,0.005559
5.104,0.006234
5.145,0.005491
5.187,0.003795
5.229,0.001324
5.271,-0.001706
5.313,-0.003662
5.355,-0.003951
5.396,-0.002532
5.438,-0.001244
5.48,-0.0004056
5.522,-0.0004056
5.564,-0.001022
5.606,-0.001918
5.647,-0.001976
5.689,-0.001413
5.731,-0.0005706
5.773,0.0007195
5.815,0.00229
5.857,0.003023
5.898,0.003785
5.94,0.00513
5.982,0.006476
6.024,0.007366
6.066,0.007929
6.108,0.009049
6.149,0.009669
6.191,0.008875
6.233,0.006948
6.275,0.004144
6.317,0.001058
6.359,-0.0003924
6.4,-0.0004146
6.442,-0.001255
6.484,-0.001923
6.526,-0.0006893
6.568,0.003346
6.61,0.007513
6.651,0.009811
6.693,0.01037
6.735,0.009672
6.777,0.008382
6.819,0.008046
6.861,0.00849
6.902,0.008661
6.944,0.008596
6.986,0.008483
7.028,0.007809
7.07,0.007873
7.112,0.009882
7.153,0.0125
7.195,0.01326
7.237,0.0104
7.279,0.00705
7.321,0.004243
7.363,0.003391
7.404,0.00394
7.446,0.004828
7.488,0.004043
7.53,0.003144
7.572,0.003366
7.614,0.004985
7.655,0.006581
7.697,0.007029
7.739,0.007477
7.781,0.007365
7.823,0.005853
7.865,0.004227
7.906,0.003671
7.948,0.005632
7.99,0.007102
8.032,0.006877
8.074,0.005531
8.116,0.004001
8.157,0.00263
8.199,0.002129
8.241,0.002184
8.283,0.00196
8.325,0.00144
8.367,0.0008789
8.408,1.161e-05
8.45,-0.001656
8.492,-0.003392
8.534,-0.004009
8.576,-0.004794
8.618,-0.006082
8.659,-0.006254
8.701,-0.005335
8.743,-0.00354
8.785,-0.002306
8.827,-0.001649
8.869,-0.001589
8.91,-0.002563
8.952,-0.004186
8.994,-0.005249
9.036,-0.005088
9.078,-0.004024
9.12,-0.004353
9.161,-0.006006
9.203,-0.008462
9.245,-0.008964
9.287,-0.008291
9.329,-0.007338
9.371,-0.006768
9.412,-0.007473
9.454,-0.01096
9.496,-0.01506
9.538,-0.0177
9.58,-0.01641
9.622,-0.01445
9.663,-0.01279
9.705,-0.01173
9.747,-0.01138
9.789,-0.01228
9.831,-0.01317
9.873,-0.01358
9.914,-0.01274
9.956,-0.01303
9.998,-0.0142
10.04,-0.01426
10.082,-0.01215
10.124,-0.008511
10.165,-0.006786
10.207,-0.006833
10.249,-0.008068
10.291,-0.009302
10.333,-0.01059
10.375,-0.01188
10.416,-0.01139
10.458,-0.01016
10.5,-0.01033
10.542,-0.01251
10.584,-0.01559
10.626,-0.01785
10.667,-0.01881
10.709,-0.01773
10.751,-0.01442
10.793,-0.01065
10.835,-0.007952
10.877,-0.006375
10.918,-0.005932
10.96,-0.006653
11.002,-0.006033
11.044,-0.003565
11.086,-0.0008166
11.128,-9.91e-05
11.169,-0.001218
11.211,-0.001216
11.253,-0.0009126
11.295,-0.001025
11.337,-0.0002974
11.379,0.001379
11.42,0.003646
11.462,0.003452
11.504,0.001545
11.546,-0.0006423
11.588,-0.001414
11.63,-0.0008062
11.671,0.0003899
11.713,0.001115
11.755,0.001059
11.797,0.001283
11.839,0.002157
11.881,0.003946
11.922,0.006064
11.964,0.007932
12.006,0.008888
12.048,0.009843
12.09,0.01136
12.132,0.01343
12.173,0.01381
12.215,0.01226
12.257,0.01181
12.299,0.01243
12.341,0.0135
12.383,0.01345
12.424,0.01346
12.466,0.01429
12.508,0.01388
12.55,0.01264
12.592,0.0117
12.634,0.01115
12.675,0.01051
12.717,0.009616
12.759,0.009055
12.801,0.008549
12.843,0.009723
12.885,0.01192
12.926,0.01373
12.968,0.01272
13.01,0.01086
13.052,0.01109
13.094,0.01214
13.136,0.01293
13.177,0.01204
13.219,0.01169
13.261,0.01253
13.303,0.0131
13.345,0.01294
13.387,0.01222
13.428,0.01175
13.47,0.01114
13.512,0.01024
13.554,0.01042
13.596,0.01075
13.638,0.009695
13.679,0.00803
13.721,0.006514
13.763,0.004998
13.805,0.002305
13.847,-0.001451
13.889,-0.001309
13.93,0.001526
13.972,0.0051
14.014,0.005884
14.056,0.005229
14.098,0.005171
14.14,0.004558
14.181,0.003248
14.223,0.002523
14.265,0.002782
14.307,0.003398
14.349,0.002618
14.391,0.0018
14.432,0.00192
14.474,0.003716
14.516,0.00562
14.558,0.005845
14.6,0.004471
14.642,0.002012
14.683,-0.001081
14.725,-0.003736
14.767,-0.005136
14.809,-0.004013
14.851,-0.002779
14.893,-0.002492
14.934,-0.002203
14.976,-0.001675
15.018,-0.001226
15.06,-0.001057
15.102,-0.0009134
15.144,-0.0004111
15.185,-0.0007513
15.227,-0.001592
15.269,-0.002434
15.311,-0.002915
15.353,-0.002748
15.395,-0.001744
15.436,-0.001086
15.478,-0.001645
15.52,-0.001644
15.562,-0.0003532
15.604,0.002615
15.646,0.003368
15.687,0.001653
15.729,-0.001991
15.771,-0.005195
15.813,-0.007102
15.855,-0.006213
15.897,-0.00448
15.938,-0.003448
15.98,-0.003561
16.022,-0.003889
16.064,-0.004339
16.106,-0.004508
16.148,-0.003569
16.189,-0.0002231
16.231,0.001167
16.273,0.0001564
16.315,-0.002257
16.357,-0.003031
16.399,-0.001867
16.44,-0.001518
16.482,-0.001758
16.524,-0.002039
16.566,-0.002319
16.608,-0.002656
16.65,-0.002435
16.691,-0.002172
16.733,-0.002626
16.775,-0.004196
16.817,-0.005414
16.859,-0.006145
16.901,-0.006039
16.942,-0.005299
16.984,-0.004574
17.026,-0.004686
17.068,-0.004839
17.11,-0.004391
17.152,-0.002551
17.193,-0.000632
17.235,-0.0007523
17.277,-0.002604
17.319,-0.004735
17.361,-0.005749
17.403,-0.005884
17.444,-0.004976
17.486,-0.004083
17.528,-0.004124
17.57,-0.005358
17.612,-0.005473
17.654,-0.00475
17.695,-0.003451
17.737,-0.003954
17.779,-0.005749
17.821,-0.007544
17.863,-0.008509
17.905,-0.009128
17.946,-0.01032
17.988,-0.01071
18.03,-0.009755
18.072,-0.007959
18.114,-0.006858
18.156,-0.008187
18.197,-0.009272
18.239,-0.009294
18.281,-0.007163
18.323,-0.005761
18.365,-0.005141
18.407,-0.005359
18.448,-0.006012
18.49,-0.006853
18.532,-0.007414
18.574,-0.007333
18.616,-0.006439
18.658,-0.005819
18.699,-0.005472
18.741,-0.005134
18.783,-0.004404
18.825,-0.004517
18.867,-0.007144
18.909,-0.009391
18.95,-0.01033
18.992,-0.01094
19.034,-0.01207
19.076,-0.01263
19.118,-0.0104
19.16,-0.007098
19.201,-0.003906
19.243,-0.003857
19.285,-0.005701
19.327,-0.007664
19.369,-0.006832
19.411,-0.004432
19.452,-0.002537
19.494,-0.001418
19.536,-0.00125
19.578,-0.002484
19.62,-0.003775
19.662,-0.004007
19.703,-0.003099
19.745,-0.001921
19.787,-0.0007432
19.829,0.0006031
19.871,0.001168
19.913,-0.0002202
19.954,-0.002505
19.996,-0.004516
20.038,-0.004292
20.08,-0.003113
20.122,-0.001991
20.164,-0.002539
20.205,-0.003338
20.247,-0.002886
20.289,-0.001315
20.331,0.0007692
20.373,0.002454
20.415,0.003246
20.456,0.002905
20.498,0.001447
20.54,-9.208e-05
20.582,-0.001158
20.624,-0.0008267
20.666,9.044e-05
20.707,0.0008327
20.749,0.0007216
20.791,0.00089
20.833,0.002461
20.875,0.004255
20.917,0.005048
20.958,0.003298
21,0.001733
21.042,0.00134
21.084,0.00207
21.126,0.001961
21.167,0.0006627
21.209,0.000502
21.251,0.001289
21.293,0.002636
21.335,0.002299
21.377,0.001627
21.418,0.002641
21.46,0.003022
21.502,0.001845
21.544,0.0009453
21.586,0.0021
21.628,0.004283
21.669,0.003962
21.711,0.003834
21.753,0.00574
21.795,0.007087
21.837,0.006525
21.879,0.00317
21.92,0.001436
21.962,0.00133
22.004,0.002054
22.046,0.001509
22.088,-0.0002856
22.13,-0.00236
22.171,-0.003789
22.213,-0.004115
22.255,-0.003046
22.297,-0.00129
22.339,0.0005043
22.381,0.0003441
22.422,-0.001041
22.464,-0.002426
22.506,-0.001524
22.548,0.0006632
22.59,0.0006075
22.632,-0.0004458
22.673,-0.001185
22.715,-0.001073
22.757,-0.001083
22.799,-0.001307
22.841,-0.0004095
22.883,0.0004323
22.924,0.0004334
22.966,-8.674e-05
23.008,-0.00155
23.05,-0.004411
23.092,-0.007489
23.134,-0.01013
23.175,-0.01167
23.217,-0.01188
23.259,-0.01048
23.301,-0.009079
23.343,-0.008406
23.385,-0.00885
23.426,-0.00931
23.468,-0.009873
23.51,-0.01071
23.552,-0.01133
23.594,-0.01173
23.636,-0.01212
23.677,-0.01178
23.719,-0.01026
23.761,-0.007909
23.803,-0.007164
23.845,-0.009518
23.887,-0.01104
23.928,-0.01074
23.97,-0.00851
24.012,-0.00767
24.054,-0.007446
24.096,-0.006661
24.138,-0.007773
24.179,-0.01145
24.221,-0.0167
24.263,-0.01984
24.305,-0.01961
24.347,-0.01714
24.389,-0.01435
24.43,-0.01299
24.472,-0.01361
24.514,-0.01482
24.556,-0.0146
24.598,-0.01398
24.64,-0.01381
24.681,-0.01391
24.723,-0.01343
24.765,-0.01265
24.807,-0.01243
24.849,-0.01206
24.891,-0.01123
24.932,-0.01179
24.974,-0.01309
25.016,-0.01409
25.058,-0.01309
25.1,-0.01141
25.142,-0.01112
25.183,-0.01237
25.225,-0.01433
25.267,-0.01572
25.309,-0.01662
25.351,-0.01702
25.393,-0.01602
25.434,-0.01445
25.476,-0.01356
25.518,-0.01294
25.56,-0.01223
25.602,-0.01089
25.644,-0.009485
25.685,-0.008311
25.727,-0.01021
25.769,-0.01194
25.811,-0.01104
25.853,-0.007902
25.895,-0.005998
25.936,-0.006713
25.978,-0.006595
26.02,-0.00575
26.062,-0.003787
26.104,-0.001799
26.146,-0.001454
26.187,-0.004808
26.229,-0.007905
26.271,-0.009245
26.313,-0.008348
26.355,-0.007506
26.397,-0.007055
26.438,-0.006871
26.48,-0.005868
26.522,-0.002283
26.564,-9.467e-05
26.606,0.0002119
26.648,-0.002074
26.689,-0.003112
26.731,-0.003384
26.773,-0.002542
26.815,-0.001132
26.857,0.0002152
26.899,0.001562
26.94,0.003507
26.982,0.005903
27.024,0.006066
27.066,0.004775
27.108,0.002646
27.15,0.00226
27.191,0.0034
27.233,0.005066
27.275,0.004259
27.317,0.001231
27.359,-0.001238
27.401,-0.00192
27.442,-0.001136
27.484,-0.0009124
27.526,-0.0009124
27.568,-0.0009124
27.61,-0.0006323
27.652,-0.0004077
27.693,-0.0007441
27.735,-0.0007954
27.777,-0.0001207
27.819,0.001113
27.861,0.001979
27.903,0.002431
27.944,0.002886
27.986,0.002971
28.028,0.002523
28.07,0.002354
28.112,0.002634
28.154,0.003471
28.195,0.002533
28.237,0.0005177
28.279,-0.000938
28.321,-0.001418
28.363,-0.001923
28.405,-0.004102
28.446,-0.00651
28.488,-0.008571
28.53,-0.008397
28.572,-0.006202
28.614,-0.002165
28.656,-0.0009158
28.697,-0.001543
28.739,-0.0026
28.781,-0.00232
28.823,-0.001983
28.865,-0.003607
28.907,-0.005242
28.948,-0.005869
28.99,-0.005083
29.032,-0.004292
29.074,-0.004348
29.116,-0.003564
29.158,-0.002499
29.199,-0.002268
29.241,-0.002619
29.283,-0.002729
29.325,-0.002
29.367,-0.002767
29.409,-0.005003
29.45,-0.007575
29.492,-0.009194
29.534,-0.009527
29.576,-0.008461
29.618,-0.006963
29.66,-0.006063
29.701,-0.006
29.743,-0.006319
29.785,-0.006319
29.827,-0.006319
29.869,-0.006487
29.911,-0.007492
29.952,-0.007483
29.994,-0.00563
30.036,-0.003502
30.078,-0.00311
30.12,-0.005237
30.162,-0.005696
30.203,-0.004841
30.245,-0.00345
30.287,-0.003997
30.329,-0.005231
30.371,-0.005065
30.413,-0.005192
30.454,-0.00663
30.496,-0.009428
30.538,-0.01105
30.58,-0.01099
30.622,-0.01065
30.664,-0.009867
30.705,-0.008039
30.747,-0.006247
30.789,-0.004967
30.831,-0.004967
30.873,-0.005864
30.915,-0.007151
30.956,-0.005901
30.998,-0.003532
31.04,-0.001742
31.082,-0.002191
31.124,-0.002936
31.166,-0.002995
31.207,-0.002486
31.249,-0.002216
31.291,-0.00362
31.333,-0.005486
31.375,-0.00661
31.417,-0.00606
31.458,-0.0057
31.5,-0.005702
31.542,-0.005985
31.584,-0.00733
31.626,-0.009909
31.668,-0.009701
31.709,-0.007052
31.751,-0.003039
31.793,-0.003493
31.835,-0.006426
31.877,-0.008839
31.919,-0.009523
31.96,-0.009699
32.002,-0.009863
32.044,-0.009383
32.086,-0.008598
32.128,-0.008372
32.17,-0.008347
32.211,-0.008404
32.253,-0.008457
32.295,-0.008063
32.337,-0.006829
32.379,-0.007298
32.421,-0.009197
32.462,-0.01143
32.504,-0.01303
32.546,-0.01443
32.588,-0.01584
32.63,-0.01662
32.672,-0.01712
32.713,-0.01792
32.755,-0.01809
32.797,-0.01675
32.839,-0.0168
32.881,-0.01797
32.923,-0.01982
32.964,-0.01908
33.006,-0.01667
33.048,-0.01539
33.09,-0.0158
33.132,-0.01743
33.174,-0.01822
33.215,-0.01848
33.257,-0.01848
33.299,-0.01876
33.341,-0.01899
33.383,-0.01865
33.425,-0.01818
33.466,-0.01795
33.508,-0.0183
33.55,-0.01961
33.592,-0.02191
33.634,-0.02449
33.676,-0.02591
33.717,-0.02585
33.759,-0.02524
33.801,-0.02438
33.843,-0.02348
33.885,-0.02286
33.927,-0.02243
33.968,-0.02202
34.01,-0.02112
34.052,-0.01995
34.094,-0.01933
34.136,-0.01952
34.178,-0.0203
34.219,-0.02054
34.261,-0.02034
34.303,-0.01995
34.345,-0.0204
34.387,-0.02085
34.429,-0.02019
34.47,-0.01923
34.512,-0.01878
34.554,-0.01945
34.596,-0.02051
34.638,-0.02186
34.68,-0.02321
34.721,-0.02372
34.763,-0.02326
34.805,-0.02198
34.847,-0.02009
34.889,-0.01784
34.931,-0.0156
34.972,-0.0138
35.014,-0.01325
35.056,-0.01387
35.098,-0.01471
35.14,-0.0136
35.182,-0.01253
35.223,-0.01246
35.265,-0.01212
35.307,-0.01105
35.349,-0.00959
35.391,-0.00897
35.433,-0.008186
35.474,-0.006821
35.516,-0.00632
35.558,-0.006432
35.6,-0.006825
35.642,-0.00705
35.684,-0.007052
35.725,-0.007341
35.767,-0.008184
35.809,-0.009417
35.851,-0.009248
35.893,-0.008312
35.935,-0.007415
35.976,-0.00564
36.018,-0.003493
36.06,-0.001587
36.102,-0.001027
36.144,-0.0008571
36.186,-0.0004103
36.227,-0.0002117
36.269,-0.0001542
36.311,0.0001824
36.353,0.000607
36.395,0.001056
36.437,0.00234
36.478,0.003534
36.52,0.003305
36.562,0.002272
36.604,0.001712
36.646,0.003108
36.688,0.002641
36.729,-8.432e-05
36.771,-0.001925
36.813,-0.001756
36.855,-0.0007465
36.897,-0.001694
36.939,-0.001963
36.98,0.001202
37.022,0.002934
37.064,0.003253
37.106,0.002133
37.148,0.003359
37.19,0.005428
37.231,0.005553
37.273,0.004462
37.315,0.002893
37.357,0.002443
37.399,0.002467
37.441,0.002412
37.482,0.003494
37.524,0.00489
37.566,0.00517
37.608,0.003766
37.65,0.001973
37.692,0.001291
37.733,0.0001421
37.775,-0.001596
37.817,-0.003335
37.859,-0.004625
37.901,-0.005468
37.943,-0.005474
37.984,-0.004449
38.026,-0.002208
38.068,-0.0005256
38.11,0.0003238
38.152,-6.488e-05
38.194,-0.001627
38.235,-0.004255
38.277,-0.006545
38.319,-0.006703
38.361,-0.004516
38.403,-0.002608
38.445,-0.001265
38.486,-0.0002992
38.528,-0.001034
38.57,-0.002997
38.612,-0.004961
38.654,-0.005055
38.696,-0.004277
38.737,-0.003768
38.779,-0.004641
38.821,-0.00711
38.863,-0.01014
38.905,-0.01238
38.947,-0.01418
38.988,-0.01487
39.03,-0.01419
39.072,-0.0124
39.114,-0.01144
39.156,-0.01122
39.198,-0.01156
39.239,-0.01206
39.281,-0.01223
39.323,-0.01156
39.365,-0.01108
39.407,-0.01091
39.449,-0.009904
39.49,-0.008333
39.532,-0.006773
39.574,-0.007446
39.616,-0.008456
39.658,-0.007509
39.7,-0.006834
39.741,-0.00729
39.783,-0.008861
39.825,-0.01043
39.867,-0.01256
39.909,-0.01553
39.951,-0.01711
39.992,-0.01712
40.034,-0.01571
40.076,-0.01309
40.118,-0.009495
40.16,-0.007581
40.202,-0.00728
40.243,-0.008519
40.285,-0.008907
