
Predictions were generated on 20-Sep-2023 at 07:59:10 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.0
 linked with  NWTC Subroutine Library; ElastoDyn; HydroDyn; MoorDyn (v2.0.0, 2022-12-08)

Description from the FAST input file: Generated with AeroElasticSE FAST driver

Time	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	TwrBsMxt	TwrBsMyt	TwrBsMzt	TwrBsFxt	TwrBsFyt	TwrBsFzt	TTDspFA	TTDspSS	FAIRTEN1	FAIRTEN2	FAIRTEN3
(s)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(m)	(m)	(N)	(N)	(N)
    0.0000	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.862E-01	 2.100E-02	-1.377E+04	-1.009E+05	-4.418E+02	-1.229E+03	 1.150E+02	-1.537E+04	-1.550E-01	 2.400E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.0500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.864E-01	 2.100E-02	-1.401E+04	-7.166E+04	-4.214E+02	-3.702E+02	 1.220E+02	-1.619E+04	-1.534E-01	 2.401E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.1000	 3.187E+00	-1.984E+00	 1.957E-02	-4.290E-01	-1.867E-01	 2.100E-02	-1.426E+04	-3.166E+04	-3.998E+02	 8.027E+02	 1.294E+02	-1.733E+04	-1.510E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.1500	 3.187E+00	-1.984E+00	 1.958E-02	-4.290E-01	-1.867E-01	 2.100E-02	-1.420E+04	-3.234E+04	-4.046E+02	 7.836E+02	 1.277E+02	-1.731E+04	-1.509E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.2000	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.864E-01	 2.100E-02	-1.398E+04	-6.849E+04	-4.240E+02	-2.735E+02	 1.211E+02	-1.629E+04	-1.532E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.2500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.861E-01	 2.100E-02	-1.391E+04	-9.096E+04	-4.303E+02	-9.294E+02	 1.191E+02	-1.566E+04	-1.549E-01	 2.401E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.3000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.862E-01	 2.100E-02	-1.405E+04	-7.316E+04	-4.185E+02	-4.043E+02	 1.231E+02	-1.617E+04	-1.542E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.3500	 3.187E+00	-1.984E+00	 1.956E-02	-4.290E-01	-1.864E-01	 2.100E-02	-1.418E+04	-4.203E+04	-4.076E+02	 5.111E+02	 1.269E+02	-1.705E+04	-1.525E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.4000	 3.187E+00	-1.984E+00	 1.957E-02	-4.290E-01	-1.864E-01	 2.100E-02	-1.414E+04	-3.830E+04	-4.112E+02	 6.237E+02	 1.256E+02	-1.716E+04	-1.524E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.4500	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.861E-01	 2.100E-02	-1.402E+04	-6.384E+04	-4.218E+02	-1.211E+02	 1.221E+02	-1.644E+04	-1.542E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.5000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.859E-01	 2.100E-02	-1.399E+04	-8.362E+04	-4.244E+02	-6.964E+02	 1.213E+02	-1.589E+04	-1.558E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.5500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.859E-01	 2.100E-02	-1.408E+04	-7.363E+04	-4.176E+02	-3.994E+02	 1.236E+02	-1.618E+04	-1.557E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.6000	 3.187E+00	-1.984E+00	 1.956E-02	-4.290E-01	-1.860E-01	 2.100E-02	-1.414E+04	-4.992E+04	-4.121E+02	 2.995E+02	 1.255E+02	-1.685E+04	-1.545E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.6500	 3.187E+00	-1.984E+00	 1.957E-02	-4.290E-01	-1.860E-01	 2.100E-02	-1.411E+04	-4.398E+04	-4.148E+02	 4.772E+02	 1.246E+02	-1.703E+04	-1.544E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.7000	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.858E-01	 2.100E-02	-1.405E+04	-6.154E+04	-4.206E+02	-3.360E+01	 1.227E+02	-1.653E+04	-1.557E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.7500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.856E-01	 2.099E-02	-1.404E+04	-7.820E+04	-4.216E+02	-5.181E+02	 1.225E+02	-1.607E+04	-1.570E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.8000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.856E-01	 2.099E-02	-1.409E+04	-7.333E+04	-4.175E+02	-3.720E+02	 1.239E+02	-1.621E+04	-1.571E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.8500	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.857E-01	 2.099E-02	-1.412E+04	-5.559E+04	-4.148E+02	 1.509E+02	 1.248E+02	-1.672E+04	-1.563E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.9000	 3.187E+00	-1.984E+00	 1.956E-02	-4.290E-01	-1.857E-01	 2.099E-02	-1.410E+04	-4.883E+04	-4.166E+02	 3.515E+02	 1.242E+02	-1.691E+04	-1.559E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    0.9500	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.856E-01	 2.099E-02	-1.407E+04	-6.046E+04	-4.198E+02	 1.249E+01	 1.231E+02	-1.658E+04	-1.568E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.0000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.854E-01	 2.099E-02	-1.407E+04	-7.399E+04	-4.200E+02	-3.824E+02	 1.231E+02	-1.620E+04	-1.578E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.0500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.854E-01	 2.099E-02	-1.410E+04	-7.231E+04	-4.176E+02	-3.318E+02	 1.239E+02	-1.625E+04	-1.578E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.1000	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.855E-01	 2.099E-02	-1.411E+04	-5.924E+04	-4.162E+02	 5.165E+01	 1.244E+02	-1.662E+04	-1.571E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.1500	 3.187E+00	-1.984E+00	 1.956E-02	-4.290E-01	-1.856E-01	 2.099E-02	-1.410E+04	-5.248E+04	-4.174E+02	 2.497E+02	 1.239E+02	-1.682E+04	-1.566E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.2000	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.855E-01	 2.099E-02	-1.408E+04	-5.981E+04	-4.192E+02	 3.423E+01	 1.233E+02	-1.661E+04	-1.569E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.2500	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.855E-01	 2.099E-02	-1.408E+04	-7.045E+04	-4.191E+02	-2.789E+02	 1.234E+02	-1.630E+04	-1.575E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.3000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.855E-01	 2.099E-02	-1.410E+04	-7.062E+04	-4.176E+02	-2.852E+02	 1.239E+02	-1.630E+04	-1.575E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.3500	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.856E-01	 2.099E-02	-1.410E+04	-6.115E+04	-4.168E+02	-9.817E+00	 1.241E+02	-1.656E+04	-1.568E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.4000	 3.187E+00	-1.984E+00	 1.955E-02	-4.290E-01	-1.857E-01	 2.099E-02	-1.409E+04	-5.487E+04	-4.176E+02	 1.715E+02	 1.238E+02	-1.674E+04	-1.561E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.4500	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.857E-01	 2.099E-02	-1.408E+04	-5.917E+04	-4.186E+02	 4.250E+01	 1.234E+02	-1.661E+04	-1.561E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.5000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.857E-01	 2.099E-02	-1.408E+04	-6.733E+04	-4.184E+02	-1.998E+02	 1.235E+02	-1.638E+04	-1.564E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.5500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.858E-01	 2.099E-02	-1.409E+04	-6.850E+04	-4.174E+02	-2.375E+02	 1.238E+02	-1.634E+04	-1.562E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.6000	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.859E-01	 2.099E-02	-1.409E+04	-6.178E+04	-4.169E+02	-4.421E+01	 1.239E+02	-1.652E+04	-1.555E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.6500	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.860E-01	 2.099E-02	-1.408E+04	-5.627E+04	-4.174E+02	 1.135E+02	 1.237E+02	-1.668E+04	-1.549E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.7000	 3.187E+00	-1.984E+00	 1.954E-02	-4.290E-01	-1.861E-01	 2.099E-02	-1.407E+04	-5.854E+04	-4.180E+02	 4.299E+01	 1.235E+02	-1.661E+04	-1.547E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.7500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.861E-01	 2.098E-02	-1.407E+04	-6.468E+04	-4.178E+02	-1.407E+02	 1.235E+02	-1.643E+04	-1.548E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.8000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.861E-01	 2.098E-02	-1.408E+04	-6.634E+04	-4.171E+02	-1.930E+02	 1.237E+02	-1.637E+04	-1.546E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.8500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.862E-01	 2.098E-02	-1.408E+04	-6.172E+04	-4.169E+02	-6.126E+01	 1.238E+02	-1.650E+04	-1.541E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.9000	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.863E-01	 2.098E-02	-1.407E+04	-5.712E+04	-4.172E+02	 7.039E+01	 1.236E+02	-1.663E+04	-1.535E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    1.9500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.864E-01	 2.098E-02	-1.406E+04	-5.812E+04	-4.176E+02	 3.794E+01	 1.235E+02	-1.660E+04	-1.533E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.0000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.864E-01	 2.098E-02	-1.406E+04	-6.270E+04	-4.174E+02	-9.874E+01	 1.235E+02	-1.646E+04	-1.534E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.0500	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.864E-01	 2.098E-02	-1.407E+04	-6.456E+04	-4.170E+02	-1.556E+02	 1.236E+02	-1.641E+04	-1.534E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.1000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.407E+04	-6.156E+04	-4.168E+02	-6.915E+01	 1.237E+02	-1.649E+04	-1.531E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.1500	 3.187E+00	-1.984E+00	 1.953E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.406E+04	-5.789E+04	-4.171E+02	 3.706E+01	 1.236E+02	-1.659E+04	-1.527E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.2000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.406E+04	-5.817E+04	-4.173E+02	 2.800E+01	 1.235E+02	-1.658E+04	-1.527E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.2500	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.406E+04	-6.158E+04	-4.173E+02	-7.205E+01	 1.235E+02	-1.649E+04	-1.528E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.3000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.407E+04	-6.348E+04	-4.170E+02	-1.274E+02	 1.236E+02	-1.643E+04	-1.530E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.3500	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.098E-02	-1.407E+04	-6.167E+04	-4.169E+02	-7.360E+01	 1.236E+02	-1.648E+04	-1.530E-01	 2.402E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.4000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.097E-02	-1.407E+04	-5.887E+04	-4.171E+02	 9.563E+00	 1.236E+02	-1.657E+04	-1.529E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.4500	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.865E-01	 2.097E-02	-1.406E+04	-5.878E+04	-4.173E+02	 1.392E+01	 1.235E+02	-1.657E+04	-1.530E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.5000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.864E-01	 2.097E-02	-1.407E+04	-6.131E+04	-4.173E+02	-5.806E+01	 1.235E+02	-1.650E+04	-1.533E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.5500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.863E-01	 2.097E-02	-1.407E+04	-6.312E+04	-4.172E+02	-1.085E+02	 1.236E+02	-1.645E+04	-1.536E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.6000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.863E-01	 2.097E-02	-1.407E+04	-6.216E+04	-4.172E+02	-7.745E+01	 1.237E+02	-1.648E+04	-1.538E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.6500	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.863E-01	 2.097E-02	-1.407E+04	-6.010E+04	-4.173E+02	-1.395E+01	 1.236E+02	-1.655E+04	-1.539E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.7000	 3.187E+00	-1.984E+00	 1.952E-02	-4.290E-01	-1.862E-01	 2.097E-02	-1.407E+04	-5.983E+04	-4.175E+02	-2.536E+00	 1.236E+02	-1.656E+04	-1.541E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.7500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.861E-01	 2.096E-02	-1.408E+04	-6.167E+04	-4.176E+02	-5.317E+01	 1.236E+02	-1.651E+04	-1.545E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.8000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.861E-01	 2.096E-02	-1.408E+04	-6.329E+04	-4.175E+02	-9.687E+01	 1.237E+02	-1.647E+04	-1.549E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.8500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.860E-01	 2.096E-02	-1.408E+04	-6.287E+04	-4.175E+02	-8.094E+01	 1.237E+02	-1.649E+04	-1.552E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.9000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.860E-01	 2.096E-02	-1.408E+04	-6.137E+04	-4.176E+02	-3.334E+01	 1.237E+02	-1.653E+04	-1.554E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    2.9500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.859E-01	 2.096E-02	-1.408E+04	-6.098E+04	-4.178E+02	-1.868E+01	 1.237E+02	-1.655E+04	-1.556E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.0000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.858E-01	 2.096E-02	-1.408E+04	-6.227E+04	-4.178E+02	-5.312E+01	 1.237E+02	-1.652E+04	-1.559E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.0500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.858E-01	 2.095E-02	-1.409E+04	-6.360E+04	-4.178E+02	-8.929E+01	 1.237E+02	-1.648E+04	-1.562E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.1000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.857E-01	 2.095E-02	-1.409E+04	-6.347E+04	-4.178E+02	-8.276E+01	 1.237E+02	-1.649E+04	-1.565E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.1500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.857E-01	 2.095E-02	-1.409E+04	-6.234E+04	-4.179E+02	-4.744E+01	 1.237E+02	-1.653E+04	-1.566E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.2000	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.857E-01	 2.095E-02	-1.409E+04	-6.187E+04	-4.180E+02	-3.173E+01	 1.237E+02	-1.654E+04	-1.567E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.2500	 3.187E+00	-1.984E+00	 1.951E-02	-4.290E-01	-1.857E-01	 2.095E-02	-1.409E+04	-6.268E+04	-4.180E+02	-5.394E+01	 1.237E+02	-1.652E+04	-1.568E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.3000	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.856E-01	 2.095E-02	-1.409E+04	-6.369E+04	-4.180E+02	-8.260E+01	 1.237E+02	-1.649E+04	-1.570E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.3500	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.856E-01	 2.094E-02	-1.409E+04	-6.367E+04	-4.179E+02	-8.140E+01	 1.238E+02	-1.649E+04	-1.570E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.4000	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.856E-01	 2.094E-02	-1.409E+04	-6.278E+04	-4.179E+02	-5.531E+01	 1.237E+02	-1.652E+04	-1.570E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.4500	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.856E-01	 2.094E-02	-1.409E+04	-6.223E+04	-4.180E+02	-3.982E+01	 1.237E+02	-1.653E+04	-1.569E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.5000	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.857E-01	 2.094E-02	-1.409E+04	-6.265E+04	-4.180E+02	-5.302E+01	 1.237E+02	-1.652E+04	-1.569E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.5500	 3.187E+00	-1.984E+00	 1.950E-02	-4.290E-01	-1.857E-01	 2.094E-02	-1.409E+04	-6.335E+04	-4.179E+02	-7.483E+01	 1.237E+02	-1.650E+04	-1.568E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.6000	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.857E-01	 2.094E-02	-1.409E+04	-6.334E+04	-4.178E+02	-7.637E+01	 1.237E+02	-1.650E+04	-1.567E-01	 2.407E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.6500	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.858E-01	 2.094E-02	-1.409E+04	-6.261E+04	-4.178E+02	-5.721E+01	 1.237E+02	-1.652E+04	-1.565E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.7000	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.858E-01	 2.093E-02	-1.409E+04	-6.203E+04	-4.178E+02	-4.281E+01	 1.237E+02	-1.653E+04	-1.562E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.7500	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.859E-01	 2.093E-02	-1.408E+04	-6.217E+04	-4.178E+02	-4.972E+01	 1.237E+02	-1.652E+04	-1.560E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.8000	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.859E-01	 2.093E-02	-1.408E+04	-6.262E+04	-4.177E+02	-6.583E+01	 1.237E+02	-1.650E+04	-1.558E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.8500	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.860E-01	 2.093E-02	-1.408E+04	-6.261E+04	-4.176E+02	-6.869E+01	 1.237E+02	-1.650E+04	-1.556E-01	 2.406E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.9000	 3.187E+00	-1.984E+00	 1.949E-02	-4.290E-01	-1.861E-01	 2.093E-02	-1.408E+04	-6.202E+04	-4.176E+02	-5.489E+01	 1.237E+02	-1.651E+04	-1.553E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    3.9500	 3.187E+00	-1.984E+00	 1.948E-02	-4.290E-01	-1.861E-01	 2.093E-02	-1.408E+04	-6.148E+04	-4.176E+02	-4.226E+01	 1.237E+02	-1.652E+04	-1.550E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.0000	 3.187E+00	-1.984E+00	 1.948E-02	-4.290E-01	-1.862E-01	 2.093E-02	-1.408E+04	-6.146E+04	-4.175E+02	-4.520E+01	 1.236E+02	-1.652E+04	-1.547E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.0500	 3.187E+00	-1.984E+00	 1.948E-02	-4.290E-01	-1.862E-01	 2.092E-02	-1.408E+04	-6.175E+04	-4.175E+02	-5.699E+01	 1.236E+02	-1.651E+04	-1.545E-01	 2.405E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.1000	 3.187E+00	-1.984E+00	 1.948E-02	-4.290E-01	-1.863E-01	 2.092E-02	-1.407E+04	-6.177E+04	-4.174E+02	-6.056E+01	 1.236E+02	-1.650E+04	-1.542E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.1500	 3.187E+00	-1.984E+00	 1.948E-02	-4.290E-01	-1.864E-01	 2.092E-02	-1.407E+04	-6.134E+04	-4.174E+02	-5.111E+01	 1.236E+02	-1.651E+04	-1.540E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.2000	 3.187E+00	-1.984E+00	 1.947E-02	-4.290E-01	-1.864E-01	 2.092E-02	-1.407E+04	-6.090E+04	-4.174E+02	-4.077E+01	 1.236E+02	-1.652E+04	-1.537E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.2500	 3.187E+00	-1.984E+00	 1.947E-02	-4.290E-01	-1.865E-01	 2.092E-02	-1.407E+04	-6.085E+04	-4.173E+02	-4.158E+01	 1.236E+02	-1.652E+04	-1.535E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.3000	 3.187E+00	-1.984E+00	 1.947E-02	-4.290E-01	-1.865E-01	 2.092E-02	-1.407E+04	-6.108E+04	-4.173E+02	-5.038E+01	 1.236E+02	-1.651E+04	-1.534E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.3500	 3.187E+00	-1.984E+00	 1.947E-02	-4.290E-01	-1.865E-01	 2.091E-02	-1.407E+04	-6.116E+04	-4.173E+02	-5.447E+01	 1.236E+02	-1.650E+04	-1.533E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.4000	 3.187E+00	-1.984E+00	 1.947E-02	-4.290E-01	-1.865E-01	 2.091E-02	-1.407E+04	-6.092E+04	-4.173E+02	-4.860E+01	 1.236E+02	-1.651E+04	-1.532E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.4500	 3.187E+00	-1.984E+00	 1.947E-02	-4.291E-01	-1.866E-01	 2.091E-02	-1.407E+04	-6.063E+04	-4.173E+02	-4.078E+01	 1.236E+02	-1.652E+04	-1.531E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.5000	 3.187E+00	-1.984E+00	 1.947E-02	-4.291E-01	-1.866E-01	 2.091E-02	-1.407E+04	-6.062E+04	-4.173E+02	-4.076E+01	 1.236E+02	-1.652E+04	-1.530E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.5500	 3.187E+00	-1.984E+00	 1.946E-02	-4.291E-01	-1.866E-01	 2.091E-02	-1.407E+04	-6.086E+04	-4.173E+02	-4.760E+01	 1.236E+02	-1.651E+04	-1.531E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.6000	 3.187E+00	-1.984E+00	 1.946E-02	-4.291E-01	-1.866E-01	 2.090E-02	-1.407E+04	-6.103E+04	-4.173E+02	-5.204E+01	 1.236E+02	-1.651E+04	-1.531E-01	 2.403E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.6500	 3.187E+00	-1.984E+00	 1.946E-02	-4.291E-01	-1.865E-01	 2.090E-02	-1.407E+04	-6.097E+04	-4.173E+02	-4.902E+01	 1.236E+02	-1.651E+04	-1.532E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
    4.7000	 3.187E+00	-1.984E+00	 1.946E-02	-4.291E-01	-1.865E-01	 2.090E-02	-1.407E+04	-6.083E+04	-4.173E+02	-4.357E+01	 1.236E+02	-1.652E+04	-1.533E-01	 2.404E-02	 3.332E+06	 3.084E+06	 3.176E+06
