
These predictions were generated by MoorDyn (v2.0.02022-12-08) on 20-Sep-2023 at 07:59:09.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3
       (s)             (N)             (N)             (N)
  127.4200   3.3314552E+06   3.0838172E+06   3.1759882E+06
  127.4300   3.3314555E+06   3.0838172E+06   3.1759880E+06
  127.4400   3.3314560E+06   3.0838172E+06   3.1759878E+06
  127.4500   3.3314562E+06   3.0838172E+06   3.1759875E+06
  127.4600   3.3314565E+06   3.0838170E+06   3.1759872E+06
  127.4700   3.3314568E+06   3.0838170E+06   3.1759870E+06
  127.4800   3.3314570E+06   3.0838170E+06   3.1759868E+06
  127.4900   3.3314575E+06   3.0838168E+06   3.1759865E+06
  127.5000   3.3314578E+06   3.0838168E+06   3.1759862E+06
  127.5100   3.3314580E+06   3.0838168E+06   3.1759860E+06
  127.5200   3.3314582E+06   3.0838168E+06   3.1759858E+06
  127.5300   3.3314588E+06   3.0838165E+06   3.1759855E+06
  127.5400   3.3314590E+06   3.0838165E+06   3.1759852E+06
  127.5500   3.3314592E+06   3.0838165E+06   3.1759850E+06
  127.5600   3.3314595E+06   3.0838162E+06   3.1759848E+06
  127.5700   3.3314600E+06   3.0838162E+06   3.1759845E+06
  127.5800   3.3314602E+06   3.0838162E+06   3.1759842E+06
  127.5900   3.3314605E+06   3.0838162E+06   3.1759840E+06
  127.6000   3.3314608E+06   3.0838160E+06   3.1759838E+06
  127.6100   3.3314610E+06   3.0838160E+06   3.1759835E+06
  127.6200   3.3314615E+06   3.0838160E+06   3.1759832E+06
  127.6300   3.3314618E+06   3.0838158E+06   3.1759830E+06
  127.6400   3.3314620E+06   3.0838158E+06   3.1759828E+06
  127.6500   3.3314622E+06   3.0838158E+06   3.1759825E+06
  127.6600   3.3314628E+06   3.0838158E+06   3.1759822E+06
  127.6700   3.3314630E+06   3.0838155E+06   3.1759820E+06
  127.6800   3.3314632E+06   3.0838155E+06   3.1759818E+06
  127.6900   3.3314635E+06   3.0838155E+06   3.1759815E+06
  127.7000   3.3314640E+06   3.0838152E+06   3.1759812E+06
  127.7100   3.3314642E+06   3.0838152E+06   3.1759810E+06
  127.7200   3.3314645E+06   3.0838152E+06   3.1759808E+06
  127.7300   3.3314648E+06   3.0838150E+06   3.1759805E+06
  127.7400   3.3314650E+06   3.0838150E+06   3.1759802E+06
  127.7500   3.3314655E+06   3.0838150E+06   3.1759800E+06
  127.7600   3.3314658E+06   3.0838150E+06   3.1759798E+06
  127.7700   3.3314660E+06   3.0838148E+06   3.1759795E+06
  127.7800   3.3314662E+06   3.0838148E+06   3.1759792E+06
  127.7900   3.3314668E+06   3.0838148E+06   3.1759790E+06
  127.8000   3.3314670E+06   3.0838145E+06   3.1759788E+06
  127.8100   3.3314672E+06   3.0838145E+06   3.1759785E+06
  127.8200   3.3314675E+06   3.0838145E+06   3.1759782E+06
  127.8300   3.3314680E+06   3.0838145E+06   3.1759780E+06
  127.8400   3.3314682E+06   3.0838142E+06   3.1759778E+06
  127.8500   3.3314685E+06   3.0838142E+06   3.1759775E+06
  127.8600   3.3314688E+06   3.0838142E+06   3.1759772E+06
  127.8700   3.3314690E+06   3.0838140E+06   3.1759770E+06
  127.8800   3.3314695E+06   3.0838140E+06   3.1759768E+06
  127.8900   3.3314698E+06   3.0838140E+06   3.1759765E+06
  127.9000   3.3314700E+06   3.0838138E+06   3.1759762E+06
  127.9100   3.3314702E+06   3.0838138E+06   3.1759760E+06
  127.9200   3.3314708E+06   3.0838138E+06   3.1759758E+06
  127.9300   3.3314710E+06   3.0838138E+06   3.1759755E+06
  127.9400   3.3314712E+06   3.0838135E+06   3.1759752E+06
  127.9500   3.3314715E+06   3.0838135E+06   3.1759750E+06
  127.9600   3.3314720E+06   3.0838135E+06   3.1759748E+06
  127.9700   3.3314722E+06   3.0838132E+06   3.1759745E+06
  127.9800   3.3314725E+06   3.0838132E+06   3.1759742E+06
  127.9900   3.3314728E+06   3.0838132E+06   3.1759740E+06
  128.0000   3.3314732E+06   3.0838130E+06   3.1759738E+06
  128.0100   3.3314735E+06   3.0838130E+06   3.1759735E+06
  128.0200   3.3314738E+06   3.0838130E+06   3.1759732E+06
  128.0300   3.3314740E+06   3.0838130E+06   3.1759732E+06
  128.0400   3.3314745E+06   3.0838128E+06   3.1759730E+06
  128.0500   3.3314748E+06   3.0838128E+06   3.1759728E+06
  128.0600   3.3314750E+06   3.0838128E+06   3.1759725E+06
  128.0700   3.3314752E+06   3.0838125E+06   3.1759722E+06
  128.0800   3.3314755E+06   3.0838125E+06   3.1759720E+06
  128.0900   3.3314760E+06   3.0838125E+06   3.1759718E+06
  128.1000   3.3314762E+06   3.0838122E+06   3.1759715E+06
  128.1100   3.3314765E+06   3.0838122E+06   3.1759712E+06
  128.1200   3.3314768E+06   3.0838122E+06   3.1759710E+06
  128.1300   3.3314772E+06   3.0838122E+06   3.1759708E+06
  128.1400   3.3314775E+06   3.0838120E+06   3.1759705E+06
  128.1500   3.3314778E+06   3.0838120E+06   3.1759702E+06
  128.1600   3.3314780E+06   3.0838120E+06   3.1759700E+06
  128.1700   3.3314785E+06   3.0838118E+06   3.1759698E+06
  128.1800   3.3314788E+06   3.0838118E+06   3.1759695E+06
  128.1900   3.3314790E+06   3.0838118E+06   3.1759692E+06
  128.2000   3.3314792E+06   3.0838115E+06   3.1759690E+06
  128.2100   3.3314798E+06   3.0838115E+06   3.1759688E+06
  128.2200   3.3314800E+06   3.0838115E+06   3.1759685E+06
  128.2300   3.3314802E+06   3.0838115E+06   3.1759682E+06
  128.2400   3.3314805E+06   3.0838112E+06   3.1759680E+06
  128.2500   3.3314810E+06   3.0838112E+06   3.1759678E+06
  128.2600   3.3314812E+06   3.0838112E+06   3.1759675E+06
  128.2700   3.3314815E+06   3.0838110E+06   3.1759672E+06
  128.2800   3.3314818E+06   3.0838110E+06   3.1759670E+06
  128.2900   3.3314822E+06   3.0838110E+06   3.1759668E+06
  128.3000   3.3314825E+06   3.0838108E+06   3.1759665E+06
  128.3100   3.3314828E+06   3.0838108E+06   3.1759662E+06
  128.3200   3.3314830E+06   3.0838108E+06   3.1759660E+06
  128.3300   3.3314832E+06   3.0838108E+06   3.1759658E+06
  128.3400   3.3314838E+06   3.0838105E+06   3.1759655E+06
  128.3500   3.3314840E+06   3.0838105E+06   3.1759652E+06
  128.3600   3.3314842E+06   3.0838105E+06   3.1759650E+06
  128.3700   3.3314845E+06   3.0838102E+06   3.1759648E+06
  128.3800   3.3314850E+06   3.0838102E+06   3.1759645E+06
  128.3900   3.3314852E+06   3.0838102E+06   3.1759642E+06
  128.4000   3.3314855E+06   3.0838100E+06   3.1759640E+06
  128.4100   3.3314858E+06   3.0838100E+06   3.1759638E+06
  128.4200   3.3314862E+06   3.0838100E+06   3.1759635E+06
  128.4300   3.3314865E+06   3.0838098E+06   3.1759632E+06
  128.4400   3.3314868E+06   3.0838098E+06   3.1759630E+06
  128.4500   3.3314870E+06   3.0838098E+06   3.1759628E+06
  128.4600   3.3314875E+06   3.0838098E+06   3.1759625E+06
  128.4700   3.3314878E+06   3.0838095E+06   3.1759622E+06
  128.4800   3.3314880E+06   3.0838095E+06   3.1759620E+06
  128.4900   3.3314882E+06   3.0838095E+06   3.1759618E+06
  128.5000   3.3314888E+06   3.0838092E+06   3.1759615E+06
  128.5100   3.3314890E+06   3.0838092E+06   3.1759612E+06
  128.5200   3.3314892E+06   3.0838092E+06   3.1759610E+06
  128.5300   3.3314895E+06   3.0838090E+06   3.1759608E+06
  128.5400   3.3314900E+06   3.0838090E+06   3.1759605E+06
  128.5500   3.3314902E+06   3.0838090E+06   3.1759602E+06
  128.5600   3.3314905E+06   3.0838088E+06   3.1759600E+06
  128.5700   3.3314908E+06   3.0838088E+06   3.1759598E+06
  128.5800   3.3314912E+06   3.0838088E+06   3.1759595E+06
  128.5900   3.3314915E+06   3.0838088E+06   3.1759592E+06
  128.6000   3.3314918E+06   3.0838085E+06   3.1759590E+06
  128.6100   3.3314920E+06   3.0838085E+06   3.1759588E+06
  128.6200   3.3314922E+06   3.0838085E+06   3.1759585E+06
  128.6300   3.3314928E+06   3.0838082E+06   3.1759582E+06
  128.6400   3.3314930E+06   3.0838082E+06   3.1759582E+06
  128.6500   3.3314932E+06   3.0838082E+06   3.1759580E+06
  128.6600   3.3314935E+06   3.0838080E+06   3.1759578E+06
  128.6700   3.3314940E+06   3.0838080E+06   3.1759575E+06
  128.6800   3.3314942E+06   3.0838080E+06   3.1759572E+06
  128.6900   3.3314945E+06   3.0838078E+06   3.1759570E+06
  128.7000   3.3314948E+06   3.0838078E+06   3.1759568E+06
  128.7100   3.3314952E+06   3.0838078E+06   3.1759565E+06
  128.7200   3.3314955E+06   3.0838078E+06   3.1759562E+06
  128.7300   3.3314958E+06   3.0838075E+06   3.1759560E+06
  128.7400   3.3314960E+06   3.0838075E+06   3.1759558E+06
  128.7500   3.3314965E+06   3.0838075E+06   3.1759555E+06
  128.7600   3.3314968E+06   3.0838072E+06   3.1759552E+06
  128.7700   3.3314970E+06   3.0838072E+06   3.1759550E+06
  128.7800   3.3314972E+06   3.0838072E+06   3.1759548E+06
  128.7900   3.3314978E+06   3.0838070E+06   3.1759545E+06
  128.8000   3.3314980E+06   3.0838070E+06   3.1759542E+06
  128.8100   3.3314982E+06   3.0838070E+06   3.1759540E+06
  128.8200   3.3314985E+06   3.0838068E+06   3.1759538E+06
  128.8300   3.3314990E+06   3.0838068E+06   3.1759535E+06
  128.8400   3.3314992E+06   3.0838068E+06   3.1759532E+06
  128.8500   3.3314995E+06   3.0838065E+06   3.1759530E+06
  128.8600   3.3314998E+06   3.0838065E+06   3.1759528E+06
  128.8700   3.3315002E+06   3.0838065E+06   3.1759525E+06
  128.8800   3.3315005E+06   3.0838065E+06   3.1759522E+06
  128.8900   3.3315008E+06   3.0838062E+06   3.1759520E+06
  128.9000   3.3315010E+06   3.0838062E+06   3.1759518E+06
  128.9100   3.3315015E+06   3.0838062E+06   3.1759515E+06
  128.9200   3.3315018E+06   3.0838060E+06   3.1759512E+06
  128.9300   3.3315020E+06   3.0838060E+06   3.1759510E+06
  128.9400   3.3315022E+06   3.0838060E+06   3.1759508E+06
  128.9500   3.3315028E+06   3.0838058E+06   3.1759505E+06
  128.9600   3.3315030E+06   3.0838058E+06   3.1759502E+06
  128.9700   3.3315032E+06   3.0838058E+06   3.1759500E+06
  128.9800   3.3315035E+06   3.0838055E+06   3.1759498E+06
  128.9900   3.3315040E+06   3.0838055E+06   3.1759495E+06
  129.0000   3.3315042E+06   3.0838055E+06   3.1759492E+06
  129.0100   3.3315045E+06   3.0838052E+06   3.1759490E+06
  129.0200   3.3315048E+06   3.0838052E+06   3.1759488E+06
  129.0300   3.3315052E+06   3.0838052E+06   3.1759485E+06
  129.0400   3.3315055E+06   3.0838050E+06   3.1759482E+06
  129.0500   3.3315058E+06   3.0838050E+06   3.1759480E+06
  129.0600   3.3315060E+06   3.0838050E+06   3.1759478E+06
  129.0700   3.3315062E+06   3.0838050E+06   3.1759475E+06
  129.0800   3.3315068E+06   3.0838048E+06   3.1759472E+06
  129.0900   3.3315070E+06   3.0838048E+06   3.1759470E+06
  129.1000   3.3315072E+06   3.0838048E+06   3.1759468E+06
  129.1100   3.3315075E+06   3.0838045E+06   3.1759468E+06
  129.1200   3.3315080E+06   3.0838045E+06   3.1759465E+06
  129.1300   3.3315082E+06   3.0838045E+06   3.1759462E+06
  129.1400   3.3315085E+06   3.0838042E+06   3.1759460E+06
  129.1500   3.3315088E+06   3.0838042E+06   3.1759458E+06
  129.1600   3.3315092E+06   3.0838042E+06   3.1759455E+06
  129.1700   3.3315095E+06   3.0838040E+06   3.1759452E+06
  129.1800   3.3315098E+06   3.0838040E+06   3.1759450E+06
  129.1900   3.3315100E+06   3.0838040E+06   3.1759448E+06
  129.2000   3.3315105E+06   3.0838038E+06   3.1759445E+06
  129.2100   3.3315108E+06   3.0838038E+06   3.1759442E+06
  129.2200   3.3315110E+06   3.0838038E+06   3.1759440E+06
  129.2300   3.3315112E+06   3.0838035E+06   3.1759438E+06
  129.2400   3.3315118E+06   3.0838035E+06   3.1759435E+06
  129.2500   3.3315120E+06   3.0838035E+06   3.1759432E+06
  129.2600   3.3315122E+06   3.0838035E+06   3.1759430E+06
  129.2700   3.3315125E+06   3.0838032E+06   3.1759428E+06
  129.2800   3.3315130E+06   3.0838032E+06   3.1759425E+06
  129.2900   3.3315132E+06   3.0838032E+06   3.1759422E+06
  129.3000   3.3315135E+06   3.0838030E+06   3.1759420E+06
  129.3100   3.3315138E+06   3.0838030E+06   3.1759418E+06
  129.3200   3.3315142E+06   3.0838030E+06   3.1759415E+06
  129.3300   3.3315145E+06   3.0838028E+06   3.1759412E+06
  129.3400   3.3315148E+06   3.0838028E+06   3.1759410E+06
  129.3500   3.3315150E+06   3.0838028E+06   3.1759408E+06
  129.3600   3.3315155E+06   3.0838025E+06   3.1759405E+06
  129.3700   3.3315158E+06   3.0838025E+06   3.1759402E+06
  129.3800   3.3315160E+06   3.0838025E+06   3.1759400E+06
  129.3900   3.3315162E+06   3.0838022E+06   3.1759398E+06
  129.4000   3.3315168E+06   3.0838022E+06   3.1759395E+06
  129.4100   3.3315170E+06   3.0838022E+06   3.1759392E+06
  129.4200   3.3315172E+06   3.0838020E+06   3.1759390E+06
  129.4300   3.3315175E+06   3.0838020E+06   3.1759388E+06
  129.4400   3.3315180E+06   3.0838020E+06   3.1759385E+06
  129.4500   3.3315182E+06   3.0838018E+06   3.1759382E+06
  129.4600   3.3315185E+06   3.0838018E+06   3.1759380E+06
  129.4700   3.3315188E+06   3.0838018E+06   3.1759378E+06
  129.4800   3.3315192E+06   3.0838015E+06   3.1759375E+06
  129.4900   3.3315195E+06   3.0838015E+06   3.1759375E+06
  129.5000   3.3315198E+06   3.0838015E+06   3.1759372E+06
  129.5100   3.3315200E+06   3.0838012E+06   3.1759370E+06
  129.5200   3.3315205E+06   3.0838012E+06   3.1759368E+06
  129.5300   3.3315208E+06   3.0838012E+06   3.1759365E+06
  129.5400   3.3315210E+06   3.0838012E+06   3.1759362E+06
  129.5500   3.3315212E+06   3.0838010E+06   3.1759360E+06
  129.5600   3.3315218E+06   3.0838010E+06   3.1759358E+06
  129.5700   3.3315220E+06   3.0838010E+06   3.1759355E+06
  129.5800   3.3315222E+06   3.0838008E+06   3.1759352E+06
  129.5900   3.3315225E+06   3.0838008E+06   3.1759350E+06
  129.6000   3.3315228E+06   3.0838008E+06   3.1759348E+06
  129.6100   3.3315232E+06   3.0838005E+06   3.1759345E+06
  129.6200   3.3315235E+06   3.0838005E+06   3.1759342E+06
  129.6300   3.3315238E+06   3.0838005E+06   3.1759340E+06
  129.6400   3.3315240E+06   3.0838002E+06   3.1759338E+06
  129.6500   3.3315245E+06   3.0838002E+06   3.1759335E+06
  129.6600   3.3315248E+06   3.0838002E+06   3.1759332E+06
  129.6700   3.3315250E+06   3.0838000E+06   3.1759330E+06
  129.6800   3.3315252E+06   3.0838000E+06   3.1759328E+06
  129.6900   3.3315258E+06   3.0838000E+06   3.1759325E+06
  129.7000   3.3315260E+06   3.0837998E+06   3.1759322E+06
  129.7100   3.3315262E+06   3.0837998E+06   3.1759320E+06
  129.7200   3.3315265E+06   3.0837998E+06   3.1759318E+06
  129.7300   3.3315270E+06   3.0837995E+06   3.1759315E+06
  129.7400   3.3315272E+06   3.0837995E+06   3.1759312E+06
  129.7500   3.3315275E+06   3.0837995E+06   3.1759310E+06
  129.7600   3.3315278E+06   3.0837992E+06   3.1759308E+06
  129.7700   3.3315282E+06   3.0837992E+06   3.1759305E+06
  129.7800   3.3315285E+06   3.0837992E+06   3.1759302E+06
  129.7900   3.3315288E+06   3.0837990E+06   3.1759300E+06
  129.8000   3.3315290E+06   3.0837990E+06   3.1759298E+06
  129.8100   3.3315295E+06   3.0837990E+06   3.1759298E+06
  129.8200   3.3315298E+06   3.0837988E+06   3.1759295E+06
  129.8300   3.3315300E+06   3.0837988E+06   3.1759292E+06
  129.8400   3.3315302E+06   3.0837988E+06   3.1759290E+06
  129.8500   3.3315308E+06   3.0837985E+06   3.1759288E+06
  129.8600   3.3315310E+06   3.0837985E+06   3.1759285E+06
  129.8700   3.3315312E+06   3.0837985E+06   3.1759282E+06
  129.8800   3.3315315E+06   3.0837982E+06   3.1759280E+06
  129.8900   3.3315320E+06   3.0837982E+06   3.1759278E+06
  129.9000   3.3315322E+06   3.0837982E+06   3.1759275E+06
  129.9100   3.3315325E+06   3.0837980E+06   3.1759272E+06
  129.9200   3.3315328E+06   3.0837980E+06   3.1759270E+06
  129.9300   3.3315332E+06   3.0837980E+06   3.1759268E+06
  129.9400   3.3315335E+06   3.0837980E+06   3.1759265E+06
  129.9500   3.3315338E+06   3.0837978E+06   3.1759262E+06
  129.9600   3.3315340E+06   3.0837978E+06   3.1759260E+06
  129.9700   3.3315345E+06   3.0837978E+06   3.1759258E+06
  129.9800   3.3315348E+06   3.0837975E+06   3.1759255E+06
  129.9900   3.3315350E+06   3.0837975E+06   3.1759252E+06
  130.0000   3.3315352E+06   3.0837975E+06   3.1759250E+06
  130.0100   3.3315358E+06   3.0837972E+06   3.1759248E+06
  130.0200   3.3315360E+06   3.0837972E+06   3.1759245E+06
  130.0300   3.3315362E+06   3.0837972E+06   3.1759242E+06
  130.0400   3.3315365E+06   3.0837970E+06   3.1759240E+06
  130.0500   3.3315368E+06   3.0837970E+06   3.1759238E+06
  130.0600   3.3315372E+06   3.0837970E+06   3.1759235E+06
  130.0700   3.3315375E+06   3.0837968E+06   3.1759232E+06
  130.0800   3.3315378E+06   3.0837968E+06   3.1759230E+06
  130.0900   3.3315380E+06   3.0837968E+06   3.1759230E+06
  130.1000   3.3315385E+06   3.0837965E+06   3.1759228E+06
  130.1100   3.3315388E+06   3.0837965E+06   3.1759225E+06
  130.1200   3.3315390E+06   3.0837965E+06   3.1759222E+06
  130.1300   3.3315392E+06   3.0837962E+06   3.1759220E+06
  130.1400   3.3315398E+06   3.0837962E+06   3.1759218E+06
  130.1500   3.3315400E+06   3.0837962E+06   3.1759215E+06
  130.1600   3.3315402E+06   3.0837960E+06   3.1759212E+06
  130.1700   3.3315405E+06   3.0837960E+06   3.1759210E+06
  130.1800   3.3315410E+06   3.0837960E+06   3.1759208E+06
  130.1900   3.3315412E+06   3.0837958E+06   3.1759205E+06
  130.2000   3.3315415E+06   3.0837958E+06   3.1759202E+06
  130.2100   3.3315418E+06   3.0837958E+06   3.1759200E+06
  130.2200   3.3315422E+06   3.0837955E+06   3.1759198E+06
  130.2300   3.3315425E+06   3.0837955E+06   3.1759195E+06
  130.2400   3.3315428E+06   3.0837955E+06   3.1759192E+06
  130.2500   3.3315430E+06   3.0837952E+06   3.1759190E+06
  130.2600   3.3315435E+06   3.0837952E+06   3.1759188E+06
  130.2700   3.3315438E+06   3.0837952E+06   3.1759185E+06
  130.2800   3.3315440E+06   3.0837950E+06   3.1759182E+06
  130.2900   3.3315442E+06   3.0837950E+06   3.1759180E+06
  130.3000   3.3315448E+06   3.0837950E+06   3.1759178E+06
  130.3100   3.3315450E+06   3.0837948E+06   3.1759175E+06
  130.3200   3.3315452E+06   3.0837948E+06   3.1759172E+06
  130.3300   3.3315455E+06   3.0837948E+06   3.1759172E+06
  130.3400   3.3315458E+06   3.0837945E+06   3.1759170E+06
  130.3500   3.3315462E+06   3.0837945E+06   3.1759168E+06
  130.3600   3.3315465E+06   3.0837945E+06   3.1759165E+06
  130.3700   3.3315468E+06   3.0837942E+06   3.1759162E+06
  130.3800   3.3315470E+06   3.0837942E+06   3.1759160E+06
  130.3900   3.3315475E+06   3.0837942E+06   3.1759158E+06
  130.4000   3.3315478E+06   3.0837940E+06   3.1759155E+06
  130.4100   3.3315480E+06   3.0837940E+06   3.1759152E+06
  130.4200   3.3315482E+06   3.0837940E+06   3.1759150E+06
  130.4300   3.3315488E+06   3.0837938E+06   3.1759148E+06
  130.4400   3.3315490E+06   3.0837938E+06   3.1759145E+06
  130.4500   3.3315492E+06   3.0837938E+06   3.1759142E+06
  130.4600   3.3315495E+06   3.0837935E+06   3.1759140E+06
  130.4700   3.3315500E+06   3.0837935E+06   3.1759138E+06
  130.4800   3.3315502E+06   3.0837935E+06   3.1759135E+06
  130.4900   3.3315505E+06   3.0837932E+06   3.1759132E+06
  130.5000   3.3315508E+06   3.0837932E+06   3.1759130E+06
  130.5100   3.3315512E+06   3.0837932E+06   3.1759128E+06
  130.5200   3.3315515E+06   3.0837930E+06   3.1759125E+06
  130.5300   3.3315518E+06   3.0837930E+06   3.1759122E+06
  130.5400   3.3315520E+06   3.0837930E+06   3.1759120E+06
  130.5500   3.3315525E+06   3.0837928E+06   3.1759120E+06
  130.5600   3.3315528E+06   3.0837928E+06   3.1759118E+06
  130.5700   3.3315530E+06   3.0837928E+06   3.1759115E+06
  130.5800   3.3315532E+06   3.0837925E+06   3.1759112E+06
  130.5900   3.3315535E+06   3.0837925E+06   3.1759110E+06
  130.6000   3.3315540E+06   3.0837925E+06   3.1759108E+06
  130.6100   3.3315542E+06   3.0837922E+06   3.1759105E+06
  130.6200   3.3315545E+06   3.0837922E+06   3.1759102E+06
  130.6300   3.3315548E+06   3.0837922E+06   3.1759100E+06
  130.6400   3.3315552E+06   3.0837920E+06   3.1759098E+06
  130.6500   3.3315555E+06   3.0837920E+06   3.1759095E+06
  130.6600   3.3315558E+06   3.0837920E+06   3.1759092E+06
  130.6700   3.3315560E+06   3.0837918E+06   3.1759090E+06
  130.6800   3.3315565E+06   3.0837918E+06   3.1759088E+06
  130.6900   3.3315568E+06   3.0837918E+06   3.1759085E+06
  130.7000   3.3315570E+06   3.0837915E+06   3.1759082E+06
  130.7100   3.3315572E+06   3.0837915E+06   3.1759080E+06
  130.7200   3.3315578E+06   3.0837915E+06   3.1759078E+06
  130.7300   3.3315580E+06   3.0837912E+06   3.1759075E+06
  130.7400   3.3315582E+06   3.0837912E+06   3.1759072E+06
  130.7500   3.3315585E+06   3.0837912E+06   3.1759072E+06
  130.7600   3.3315590E+06   3.0837910E+06   3.1759070E+06
  130.7700   3.3315592E+06   3.0837910E+06   3.1759068E+06
  130.7800   3.3315595E+06   3.0837910E+06   3.1759065E+06
  130.7900   3.3315598E+06   3.0837908E+06   3.1759062E+06
  130.8000   3.3315600E+06   3.0837908E+06   3.1759060E+06
  130.8100   3.3315605E+06   3.0837908E+06   3.1759058E+06
  130.8200   3.3315608E+06   3.0837905E+06   3.1759055E+06
  130.8300   3.3315610E+06   3.0837905E+06   3.1759052E+06
  130.8400   3.3315612E+06   3.0837905E+06   3.1759050E+06
  130.8500   3.3315618E+06   3.0837902E+06   3.1759048E+06
  130.8600   3.3315620E+06   3.0837902E+06   3.1759045E+06
  130.8700   3.3315622E+06   3.0837902E+06   3.1759042E+06
  130.8800   3.3315625E+06   3.0837900E+06   3.1759040E+06
  130.8900   3.3315630E+06   3.0837900E+06   3.1759038E+06
  130.9000   3.3315632E+06   3.0837900E+06   3.1759035E+06
  130.9100   3.3315635E+06   3.0837898E+06   3.1759032E+06
  130.9200   3.3315638E+06   3.0837898E+06   3.1759030E+06
  130.9300   3.3315640E+06   3.0837895E+06   3.1759028E+06
  130.9400   3.3315645E+06   3.0837895E+06   3.1759028E+06
  130.9500   3.3315648E+06   3.0837895E+06   3.1759025E+06
  130.9600   3.3315650E+06   3.0837892E+06   3.1759022E+06
  130.9700   3.3315652E+06   3.0837892E+06   3.1759020E+06
  130.9800   3.3315658E+06   3.0837892E+06   3.1759018E+06
  130.9900   3.3315660E+06   3.0837890E+06   3.1759015E+06
  131.0000   3.3315662E+06   3.0837890E+06   3.1759012E+06
  131.0100   3.3315665E+06   3.0837890E+06   3.1759010E+06
  131.0200   3.3315670E+06   3.0837888E+06   3.1759008E+06
  131.0300   3.3315672E+06   3.0837888E+06   3.1759005E+06
  131.0400   3.3315675E+06   3.0837888E+06   3.1759002E+06
  131.0500   3.3315678E+06   3.0837885E+06   3.1759000E+06
  131.0600   3.3315682E+06   3.0837885E+06   3.1758998E+06
  131.0700   3.3315685E+06   3.0837885E+06   3.1758995E+06
  131.0800   3.3315688E+06   3.0837882E+06   3.1758992E+06
  131.0900   3.3315690E+06   3.0837882E+06   3.1758990E+06
  131.1000   3.3315692E+06   3.0837882E+06   3.1758988E+06
  131.1100   3.3315698E+06   3.0837880E+06   3.1758988E+06
  131.1200   3.3315700E+06   3.0837880E+06   3.1758985E+06
  131.1300   3.3315702E+06   3.0837880E+06   3.1758982E+06
  131.1400   3.3315705E+06   3.0837878E+06   3.1758980E+06
  131.1500   3.3315710E+06   3.0837878E+06   3.1758978E+06
  131.1600   3.3315712E+06   3.0837878E+06   3.1758975E+06
  131.1700   3.3315715E+06   3.0837875E+06   3.1758972E+06
  131.1800   3.3315718E+06   3.0837875E+06   3.1758970E+06
  131.1900   3.3315720E+06   3.0837875E+06   3.1758968E+06
  131.2000   3.3315725E+06   3.0837872E+06   3.1758965E+06
  131.2100   3.3315728E+06   3.0837872E+06   3.1758962E+06
  131.2200   3.3315730E+06   3.0837872E+06   3.1758960E+06
  131.2300   3.3315732E+06   3.0837870E+06   3.1758958E+06
  131.2400   3.3315738E+06   3.0837870E+06   3.1758955E+06
  131.2500   3.3315740E+06   3.0837870E+06   3.1758952E+06
  131.2600   3.3315742E+06   3.0837868E+06   3.1758952E+06
  131.2700   3.3315745E+06   3.0837868E+06   3.1758950E+06
  131.2800   3.3315750E+06   3.0837868E+06   3.1758948E+06
  131.2900   3.3315752E+06   3.0837865E+06   3.1758945E+06
  131.3000   3.3315755E+06   3.0837865E+06   3.1758942E+06
  131.3100   3.3315758E+06   3.0837865E+06   3.1758940E+06
  131.3200   3.3315760E+06   3.0837862E+06   3.1758938E+06
  131.3300   3.3315765E+06   3.0837862E+06   3.1758935E+06
  131.3400   3.3315768E+06   3.0837862E+06   3.1758932E+06
  131.3500   3.3315770E+06   3.0837860E+06   3.1758930E+06
  131.3600   3.3315772E+06   3.0837860E+06   3.1758928E+06
  131.3700   3.3315778E+06   3.0837860E+06   3.1758925E+06
  131.3800   3.3315780E+06   3.0837858E+06   3.1758922E+06
  131.3900   3.3315782E+06   3.0837858E+06   3.1758920E+06
  131.4000   3.3315785E+06   3.0837855E+06   3.1758918E+06
  131.4100   3.3315788E+06   3.0837855E+06   3.1758918E+06
  131.4200   3.3315792E+06   3.0837855E+06   3.1758915E+06
  131.4300   3.3315795E+06   3.0837852E+06   3.1758912E+06
  131.4400   3.3315798E+06   3.0837852E+06   3.1758910E+06
  131.4500   3.3315800E+06   3.0837852E+06   3.1758908E+06
  131.4600   3.3315805E+06   3.0837850E+06   3.1758905E+06
  131.4700   3.3315808E+06   3.0837850E+06   3.1758902E+06
  131.4800   3.3315810E+06   3.0837850E+06   3.1758900E+06
  131.4900   3.3315812E+06   3.0837848E+06   3.1758898E+06
  131.5000   3.3315815E+06   3.0837848E+06   3.1758895E+06
  131.5100   3.3315820E+06   3.0837848E+06   3.1758892E+06
  131.5200   3.3315822E+06   3.0837845E+06   3.1758890E+06
  131.5300   3.3315825E+06   3.0837845E+06   3.1758888E+06
  131.5400   3.3315828E+06   3.0837845E+06   3.1758885E+06
  131.5500   3.3315832E+06   3.0837842E+06   3.1758885E+06
  131.5600   3.3315835E+06   3.0837842E+06   3.1758882E+06
  131.5700   3.3315838E+06   3.0837842E+06   3.1758880E+06
  131.5800   3.3315840E+06   3.0837840E+06   3.1758878E+06
  131.5900   3.3315842E+06   3.0837840E+06   3.1758875E+06
  131.6000   3.3315848E+06   3.0837840E+06   3.1758872E+06
  131.6100   3.3315850E+06   3.0837838E+06   3.1758870E+06
  131.6200   3.3315852E+06   3.0837838E+06   3.1758868E+06
