
These predictions were generated by MoorDyn (v2.0.02022-12-08) on 20-Sep-2023 at 07:59:09.

 
 
 
      Time        FAIRTEN1        FAIRTEN2        FAIRTEN3
       (s)             (N)             (N)             (N)
   12.4000   3.3316915E+06   3.0836935E+06   3.1758655E+06
   12.4100   3.3316912E+06   3.0836938E+06   3.1758658E+06
   12.4200   3.3316910E+06   3.0836938E+06   3.1758660E+06
   12.4300   3.3316908E+06   3.0836938E+06   3.1758662E+06
   12.4400   3.3316905E+06   3.0836940E+06   3.1758665E+06
   12.4500   3.3316902E+06   3.0836940E+06   3.1758665E+06
   12.4600   3.3316898E+06   3.0836940E+06   3.1758668E+06
   12.4700   3.3316895E+06   3.0836942E+06   3.1758670E+06
   12.4800   3.3316892E+06   3.0836942E+06   3.1758672E+06
   12.4900   3.3316890E+06   3.0836942E+06   3.1758675E+06
   12.5000   3.3316888E+06   3.0836942E+06   3.1758678E+06
   12.5100   3.3316885E+06   3.0836945E+06   3.1758678E+06
   12.5200   3.3316882E+06   3.0836945E+06   3.1758680E+06
   12.5300   3.3316880E+06   3.0836945E+06   3.1758682E+06
   12.5400   3.3316878E+06   3.0836948E+06   3.1758685E+06
   12.5500   3.3316875E+06   3.0836948E+06   3.1758685E+06
   12.5600   3.3316872E+06   3.0836948E+06   3.1758688E+06
   12.5700   3.3316870E+06   3.0836950E+06   3.1758690E+06
   12.5800   3.3316868E+06   3.0836950E+06   3.1758692E+06
   12.5900   3.3316865E+06   3.0836952E+06   3.1758692E+06
   12.6000   3.3316862E+06   3.0836952E+06   3.1758695E+06
   12.6100   3.3316860E+06   3.0836952E+06   3.1758698E+06
   12.6200   3.3316858E+06   3.0836955E+06   3.1758700E+06
   12.6300   3.3316855E+06   3.0836955E+06   3.1758700E+06
   12.6400   3.3316852E+06   3.0836955E+06   3.1758702E+06
   12.6500   3.3316848E+06   3.0836958E+06   3.1758705E+06
   12.6600   3.3316845E+06   3.0836958E+06   3.1758708E+06
   12.6700   3.3316842E+06   3.0836958E+06   3.1758708E+06
   12.6800   3.3316840E+06   3.0836960E+06   3.1758710E+06
   12.6900   3.3316838E+06   3.0836960E+06   3.1758712E+06
   12.7000   3.3316835E+06   3.0836962E+06   3.1758712E+06
   12.7100   3.3316832E+06   3.0836962E+06   3.1758715E+06
   12.7200   3.3316830E+06   3.0836962E+06   3.1758718E+06
   12.7300   3.3316828E+06   3.0836965E+06   3.1758718E+06
   12.7400   3.3316825E+06   3.0836965E+06   3.1758720E+06
   12.7500   3.3316822E+06   3.0836968E+06   3.1758722E+06
   12.7600   3.3316820E+06   3.0836968E+06   3.1758722E+06
   12.7700   3.3316818E+06   3.0836968E+06   3.1758725E+06
   12.7800   3.3316818E+06   3.0836970E+06   3.1758728E+06
   12.7900   3.3316815E+06   3.0836970E+06   3.1758728E+06
   12.8000   3.3316812E+06   3.0836972E+06   3.1758730E+06
   12.8100   3.3316810E+06   3.0836972E+06   3.1758732E+06
   12.8200   3.3316808E+06   3.0836972E+06   3.1758732E+06
   12.8300   3.3316805E+06   3.0836975E+06   3.1758735E+06
   12.8400   3.3316802E+06   3.0836975E+06   3.1758738E+06
   12.8500   3.3316800E+06   3.0836978E+06   3.1758738E+06
   12.8600   3.3316798E+06   3.0836978E+06   3.1758740E+06
   12.8700   3.3316795E+06   3.0836978E+06   3.1758742E+06
   12.8800   3.3316792E+06   3.0836980E+06   3.1758742E+06
   12.8900   3.3316790E+06   3.0836980E+06   3.1758745E+06
   12.9000   3.3316788E+06   3.0836982E+06   3.1758745E+06
   12.9100   3.3316785E+06   3.0836982E+06   3.1758748E+06
   12.9200   3.3316782E+06   3.0836985E+06   3.1758750E+06
   12.9300   3.3316780E+06   3.0836985E+06   3.1758750E+06
   12.9400   3.3316778E+06   3.0836985E+06   3.1758752E+06
   12.9500   3.3316775E+06   3.0836988E+06   3.1758755E+06
   12.9600   3.3316772E+06   3.0836988E+06   3.1758755E+06
   12.9700   3.3316770E+06   3.0836990E+06   3.1758758E+06
   12.9800   3.3316768E+06   3.0836990E+06   3.1758758E+06
   12.9900   3.3316765E+06   3.0836990E+06   3.1758760E+06
   13.0000   3.3316762E+06   3.0836992E+06   3.1758762E+06
   13.0100   3.3316760E+06   3.0836992E+06   3.1758762E+06
   13.0200   3.3316758E+06   3.0836995E+06   3.1758765E+06
   13.0300   3.3316755E+06   3.0836995E+06   3.1758768E+06
   13.0400   3.3316752E+06   3.0836998E+06   3.1758768E+06
   13.0500   3.3316750E+06   3.0836998E+06   3.1758770E+06
   13.0600   3.3316748E+06   3.0836998E+06   3.1758770E+06
   13.0700   3.3316745E+06   3.0837000E+06   3.1758772E+06
   13.0800   3.3316742E+06   3.0837000E+06   3.1758775E+06
   13.0900   3.3316740E+06   3.0837002E+06   3.1758775E+06
   13.1000   3.3316738E+06   3.0837002E+06   3.1758778E+06
   13.1100   3.3316735E+06   3.0837002E+06   3.1758780E+06
   13.1200   3.3316732E+06   3.0837005E+06   3.1758780E+06
   13.1300   3.3316730E+06   3.0837005E+06   3.1758782E+06
   13.1400   3.3316728E+06   3.0837008E+06   3.1758785E+06
   13.1500   3.3316725E+06   3.0837008E+06   3.1758785E+06
   13.1600   3.3316722E+06   3.0837010E+06   3.1758788E+06
   13.1700   3.3316720E+06   3.0837010E+06   3.1758790E+06
   13.1800   3.3316718E+06   3.0837010E+06   3.1758790E+06
   13.1900   3.3316715E+06   3.0837012E+06   3.1758792E+06
   13.2000   3.3316712E+06   3.0837012E+06   3.1758795E+06
   13.2100   3.3316710E+06   3.0837015E+06   3.1758795E+06
   13.2200   3.3316708E+06   3.0837015E+06   3.1758798E+06
   13.2300   3.3316705E+06   3.0837015E+06   3.1758800E+06
   13.2400   3.3316702E+06   3.0837018E+06   3.1758800E+06
   13.2500   3.3316700E+06   3.0837018E+06   3.1758802E+06
   13.2600   3.3316698E+06   3.0837020E+06   3.1758805E+06
   13.2700   3.3316695E+06   3.0837020E+06   3.1758805E+06
   13.2800   3.3316692E+06   3.0837020E+06   3.1758808E+06
   13.2900   3.3316690E+06   3.0837022E+06   3.1758810E+06
   13.3000   3.3316688E+06   3.0837022E+06   3.1758812E+06
   13.3100   3.3316685E+06   3.0837022E+06   3.1758812E+06
   13.3200   3.3316682E+06   3.0837025E+06   3.1758815E+06
   13.3300   3.3316680E+06   3.0837025E+06   3.1758818E+06
   13.3400   3.3316678E+06   3.0837028E+06   3.1758818E+06
   13.3500   3.3316675E+06   3.0837028E+06   3.1758820E+06
   13.3600   3.3316672E+06   3.0837028E+06   3.1758822E+06
   13.3700   3.3316670E+06   3.0837030E+06   3.1758825E+06
   13.3800   3.3316668E+06   3.0837030E+06   3.1758828E+06
   13.3900   3.3316665E+06   3.0837030E+06   3.1758828E+06
   13.4000   3.3316662E+06   3.0837032E+06   3.1758830E+06
   13.4100   3.3316660E+06   3.0837032E+06   3.1758832E+06
   13.4200   3.3316655E+06   3.0837032E+06   3.1758835E+06
   13.4300   3.3316652E+06   3.0837035E+06   3.1758835E+06
   13.4400   3.3316650E+06   3.0837035E+06   3.1758838E+06
   13.4500   3.3316648E+06   3.0837038E+06   3.1758840E+06
   13.4600   3.3316645E+06   3.0837038E+06   3.1758842E+06
   13.4700   3.3316642E+06   3.0837038E+06   3.1758845E+06
   13.4800   3.3316640E+06   3.0837040E+06   3.1758848E+06
   13.4900   3.3316638E+06   3.0837040E+06   3.1758848E+06
   13.5000   3.3316635E+06   3.0837040E+06   3.1758850E+06
   13.5100   3.3316630E+06   3.0837040E+06   3.1758852E+06
   13.5200   3.3316628E+06   3.0837042E+06   3.1758855E+06
   13.5300   3.3316625E+06   3.0837042E+06   3.1758858E+06
   13.5400   3.3316622E+06   3.0837042E+06   3.1758860E+06
   13.5500   3.3316620E+06   3.0837045E+06   3.1758862E+06
   13.5600   3.3316618E+06   3.0837045E+06   3.1758865E+06
   13.5700   3.3316612E+06   3.0837045E+06   3.1758865E+06
   13.5800   3.3316610E+06   3.0837048E+06   3.1758868E+06
   13.5900   3.3316608E+06   3.0837048E+06   3.1758870E+06
   13.6000   3.3316605E+06   3.0837048E+06   3.1758872E+06
   13.6100   3.3316602E+06   3.0837050E+06   3.1758875E+06
   13.6200   3.3316600E+06   3.0837050E+06   3.1758878E+06
   13.6300   3.3316595E+06   3.0837050E+06   3.1758880E+06
   13.6400   3.3316592E+06   3.0837050E+06   3.1758882E+06
   13.6500   3.3316590E+06   3.0837052E+06   3.1758885E+06
   13.6600   3.3316588E+06   3.0837052E+06   3.1758888E+06
   13.6700   3.3316585E+06   3.0837052E+06   3.1758890E+06
   13.6800   3.3316580E+06   3.0837055E+06   3.1758892E+06
   13.6900   3.3316578E+06   3.0837055E+06   3.1758895E+06
   13.7000   3.3316575E+06   3.0837055E+06   3.1758898E+06
   13.7100   3.3316572E+06   3.0837055E+06   3.1758900E+06
   13.7200   3.3316568E+06   3.0837058E+06   3.1758902E+06
   13.7300   3.3316565E+06   3.0837058E+06   3.1758905E+06
   13.7400   3.3316562E+06   3.0837058E+06   3.1758908E+06
   13.7500   3.3316560E+06   3.0837058E+06   3.1758910E+06
   13.7600   3.3316555E+06   3.0837060E+06   3.1758912E+06
   13.7700   3.3316552E+06   3.0837060E+06   3.1758915E+06
   13.7800   3.3316550E+06   3.0837060E+06   3.1758918E+06
   13.7900   3.3316548E+06   3.0837060E+06   3.1758920E+06
   13.8000   3.3316542E+06   3.0837062E+06   3.1758922E+06
   13.8100   3.3316540E+06   3.0837062E+06   3.1758925E+06
   13.8200   3.3316538E+06   3.0837062E+06   3.1758928E+06
   13.8300   3.3316535E+06   3.0837062E+06   3.1758930E+06
   13.8400   3.3316530E+06   3.0837065E+06   3.1758932E+06
   13.8500   3.3316528E+06   3.0837065E+06   3.1758935E+06
   13.8600   3.3316525E+06   3.0837065E+06   3.1758938E+06
   13.8700   3.3316522E+06   3.0837065E+06   3.1758940E+06
   13.8800   3.3316518E+06   3.0837065E+06   3.1758942E+06
   13.8900   3.3316515E+06   3.0837068E+06   3.1758945E+06
   13.9000   3.3316512E+06   3.0837068E+06   3.1758950E+06
   13.9100   3.3316508E+06   3.0837068E+06   3.1758952E+06
   13.9200   3.3316505E+06   3.0837068E+06   3.1758955E+06
   13.9300   3.3316502E+06   3.0837070E+06   3.1758958E+06
   13.9400   3.3316498E+06   3.0837070E+06   3.1758960E+06
   13.9500   3.3316495E+06   3.0837070E+06   3.1758962E+06
   13.9600   3.3316492E+06   3.0837070E+06   3.1758965E+06
   13.9700   3.3316488E+06   3.0837070E+06   3.1758968E+06
   13.9800   3.3316485E+06   3.0837072E+06   3.1758970E+06
   13.9900   3.3316482E+06   3.0837072E+06   3.1758972E+06
   14.0000   3.3316480E+06   3.0837072E+06   3.1758978E+06
   14.0100   3.3316475E+06   3.0837072E+06   3.1758980E+06
   14.0200   3.3316472E+06   3.0837072E+06   3.1758982E+06
   14.0300   3.3316470E+06   3.0837075E+06   3.1758985E+06
   14.0400   3.3316465E+06   3.0837075E+06   3.1758988E+06
   14.0500   3.3316462E+06   3.0837075E+06   3.1758990E+06
   14.0600   3.3316460E+06   3.0837075E+06   3.1758992E+06
   14.0700   3.3316455E+06   3.0837078E+06   3.1758995E+06
   14.0800   3.3316452E+06   3.0837078E+06   3.1759000E+06
   14.0900   3.3316450E+06   3.0837078E+06   3.1759002E+06
   14.1000   3.3316445E+06   3.0837078E+06   3.1759005E+06
   14.1100   3.3316442E+06   3.0837078E+06   3.1759008E+06
   14.1200   3.3316440E+06   3.0837080E+06   3.1759010E+06
   14.1300   3.3316435E+06   3.0837080E+06   3.1759012E+06
   14.1400   3.3316432E+06   3.0837080E+06   3.1759015E+06
   14.1500   3.3316430E+06   3.0837080E+06   3.1759018E+06
   14.1600   3.3316425E+06   3.0837080E+06   3.1759022E+06
   14.1700   3.3316422E+06   3.0837082E+06   3.1759025E+06
   14.1800   3.3316420E+06   3.0837082E+06   3.1759028E+06
   14.1900   3.3316415E+06   3.0837082E+06   3.1759030E+06
   14.2000   3.3316412E+06   3.0837082E+06   3.1759032E+06
   14.2100   3.3316410E+06   3.0837082E+06   3.1759035E+06
   14.2200   3.3316405E+06   3.0837085E+06   3.1759038E+06
   14.2300   3.3316402E+06   3.0837085E+06   3.1759040E+06
   14.2400   3.3316400E+06   3.0837085E+06   3.1759045E+06
   14.2500   3.3316395E+06   3.0837085E+06   3.1759048E+06
   14.2600   3.3316392E+06   3.0837085E+06   3.1759050E+06
   14.2700   3.3316390E+06   3.0837088E+06   3.1759052E+06
   14.2800   3.3316385E+06   3.0837088E+06   3.1759055E+06
   14.2900   3.3316382E+06   3.0837088E+06   3.1759058E+06
   14.3000   3.3316380E+06   3.0837088E+06   3.1759060E+06
   14.3100   3.3316378E+06   3.0837090E+06   3.1759062E+06
   14.3200   3.3316372E+06   3.0837090E+06   3.1759065E+06
   14.3300   3.3316370E+06   3.0837090E+06   3.1759070E+06
   14.3400   3.3316368E+06   3.0837090E+06   3.1759072E+06
   14.3500   3.3316362E+06   3.0837092E+06   3.1759075E+06
   14.3600   3.3316360E+06   3.0837092E+06   3.1759078E+06
   14.3700   3.3316358E+06   3.0837092E+06   3.1759080E+06
   14.3800   3.3316352E+06   3.0837092E+06   3.1759082E+06
   14.3900   3.3316350E+06   3.0837092E+06   3.1759085E+06
   14.4000   3.3316348E+06   3.0837095E+06   3.1759088E+06
   14.4100   3.3316345E+06   3.0837095E+06   3.1759090E+06
   14.4200   3.3316340E+06   3.0837095E+06   3.1759092E+06
   14.4300   3.3316338E+06   3.0837095E+06   3.1759095E+06
   14.4400   3.3316335E+06   3.0837098E+06   3.1759098E+06
   14.4500   3.3316330E+06   3.0837098E+06   3.1759100E+06
   14.4600   3.3316328E+06   3.0837098E+06   3.1759102E+06
   14.4700   3.3316325E+06   3.0837098E+06   3.1759105E+06
   14.4800   3.3316322E+06   3.0837100E+06   3.1759108E+06
   14.4900   3.3316318E+06   3.0837100E+06   3.1759110E+06
   14.5000   3.3316315E+06   3.0837100E+06   3.1759112E+06
   14.5100   3.3316312E+06   3.0837102E+06   3.1759115E+06
   14.5200   3.3316310E+06   3.0837102E+06   3.1759120E+06
   14.5300   3.3316305E+06   3.0837102E+06   3.1759122E+06
   14.5400   3.3316302E+06   3.0837102E+06   3.1759122E+06
   14.5500   3.3316300E+06   3.0837105E+06   3.1759125E+06
   14.5600   3.3316298E+06   3.0837105E+06   3.1759128E+06
   14.5700   3.3316292E+06   3.0837105E+06   3.1759130E+06
   14.5800   3.3316290E+06   3.0837105E+06   3.1759132E+06
   14.5900   3.3316288E+06   3.0837108E+06   3.1759135E+06
   14.6000   3.3316285E+06   3.0837108E+06   3.1759138E+06
   14.6100   3.3316282E+06   3.0837108E+06   3.1759140E+06
   14.6200   3.3316278E+06   3.0837110E+06   3.1759142E+06
   14.6300   3.3316275E+06   3.0837110E+06   3.1759145E+06
   14.6400   3.3316272E+06   3.0837110E+06   3.1759148E+06
   14.6500   3.3316270E+06   3.0837112E+06   3.1759150E+06
   14.6600   3.3316268E+06   3.0837112E+06   3.1759152E+06
   14.6700   3.3316262E+06   3.0837112E+06   3.1759155E+06
   14.6800   3.3316260E+06   3.0837115E+06   3.1759158E+06
   14.6900   3.3316258E+06   3.0837115E+06   3.1759160E+06
   14.7000   3.3316255E+06   3.0837115E+06   3.1759162E+06
   14.7100   3.3316252E+06   3.0837118E+06   3.1759162E+06
   14.7200   3.3316248E+06   3.0837118E+06   3.1759165E+06
   14.7300   3.3316245E+06   3.0837118E+06   3.1759168E+06
   14.7400   3.3316242E+06   3.0837120E+06   3.1759170E+06
   14.7500   3.3316240E+06   3.0837120E+06   3.1759172E+06
   14.7600   3.3316238E+06   3.0837120E+06   3.1759175E+06
   14.7700   3.3316235E+06   3.0837122E+06   3.1759178E+06
   14.7800   3.3316232E+06   3.0837122E+06   3.1759180E+06
   14.7900   3.3316228E+06   3.0837122E+06   3.1759180E+06
   14.8000   3.3316225E+06   3.0837125E+06   3.1759182E+06
   14.8100   3.3316222E+06   3.0837125E+06   3.1759185E+06
   14.8200   3.3316220E+06   3.0837125E+06   3.1759188E+06
   14.8300   3.3316218E+06   3.0837128E+06   3.1759190E+06
   14.8400   3.3316215E+06   3.0837128E+06   3.1759192E+06
   14.8500   3.3316212E+06   3.0837128E+06   3.1759192E+06
   14.8600   3.3316208E+06   3.0837130E+06   3.1759195E+06
   14.8700   3.3316205E+06   3.0837130E+06   3.1759198E+06
   14.8800   3.3316202E+06   3.0837132E+06   3.1759200E+06
   14.8900   3.3316200E+06   3.0837132E+06   3.1759202E+06
   14.9000   3.3316198E+06   3.0837132E+06   3.1759202E+06
   14.9100   3.3316195E+06   3.0837135E+06   3.1759205E+06
   14.9200   3.3316192E+06   3.0837135E+06   3.1759208E+06
   14.9300   3.3316190E+06   3.0837138E+06   3.1759210E+06
   14.9400   3.3316188E+06   3.0837138E+06   3.1759210E+06
   14.9500   3.3316185E+06   3.0837138E+06   3.1759212E+06
   14.9600   3.3316180E+06   3.0837140E+06   3.1759215E+06
   14.9700   3.3316178E+06   3.0837140E+06   3.1759218E+06
   14.9800   3.3316175E+06   3.0837142E+06   3.1759218E+06
   14.9900   3.3316172E+06   3.0837142E+06   3.1759220E+06
   15.0000   3.3316170E+06   3.0837142E+06   3.1759222E+06
   15.0100   3.3316168E+06   3.0837145E+06   3.1759225E+06
   15.0200   3.3316165E+06   3.0837145E+06   3.1759225E+06
   15.0300   3.3316162E+06   3.0837148E+06   3.1759228E+06
   15.0400   3.3316160E+06   3.0837148E+06   3.1759230E+06
   15.0500   3.3316158E+06   3.0837148E+06   3.1759232E+06
   15.0600   3.3316155E+06   3.0837150E+06   3.1759232E+06
   15.0700   3.3316152E+06   3.0837150E+06   3.1759235E+06
   15.0800   3.3316150E+06   3.0837152E+06   3.1759238E+06
   15.0900   3.3316145E+06   3.0837152E+06   3.1759238E+06
   15.1000   3.3316142E+06   3.0837152E+06   3.1759240E+06
   15.1100   3.3316140E+06   3.0837155E+06   3.1759242E+06
   15.1200   3.3316138E+06   3.0837155E+06   3.1759245E+06
   15.1300   3.3316135E+06   3.0837158E+06   3.1759245E+06
   15.1400   3.3316132E+06   3.0837158E+06   3.1759248E+06
   15.1500   3.3316130E+06   3.0837160E+06   3.1759250E+06
   15.1600   3.3316128E+06   3.0837160E+06   3.1759250E+06
   15.1700   3.3316125E+06   3.0837160E+06   3.1759252E+06
   15.1800   3.3316122E+06   3.0837162E+06   3.1759255E+06
   15.1900   3.3316120E+06   3.0837162E+06   3.1759258E+06
   15.2000   3.3316118E+06   3.0837165E+06   3.1759258E+06
   15.2100   3.3316115E+06   3.0837165E+06   3.1759260E+06
   15.2200   3.3316112E+06   3.0837168E+06   3.1759262E+06
   15.2300   3.3316110E+06   3.0837168E+06   3.1759262E+06
   15.2400   3.3316108E+06   3.0837168E+06   3.1759265E+06
   15.2500   3.3316105E+06   3.0837170E+06   3.1759268E+06
   15.2600   3.3316102E+06   3.0837170E+06   3.1759268E+06
   15.2700   3.3316098E+06   3.0837172E+06   3.1759270E+06
   15.2800   3.3316095E+06   3.0837172E+06   3.1759272E+06
   15.2900   3.3316092E+06   3.0837175E+06   3.1759275E+06
   15.3000   3.3316090E+06   3.0837175E+06   3.1759275E+06
   15.3100   3.3316088E+06   3.0837175E+06   3.1759278E+06
   15.3200   3.3316085E+06   3.0837178E+06   3.1759280E+06
   15.3300   3.3316082E+06   3.0837178E+06   3.1759280E+06
   15.3400   3.3316080E+06   3.0837180E+06   3.1759282E+06
   15.3500   3.3316078E+06   3.0837180E+06   3.1759285E+06
   15.3600   3.3316075E+06   3.0837182E+06   3.1759288E+06
   15.3700   3.3316072E+06   3.0837182E+06   3.1759288E+06
   15.3800   3.3316070E+06   3.0837182E+06   3.1759290E+06
   15.3900   3.3316068E+06   3.0837185E+06   3.1759292E+06
   15.4000   3.3316065E+06   3.0837185E+06   3.1759292E+06
   15.4100   3.3316062E+06   3.0837188E+06   3.1759295E+06
   15.4200   3.3316058E+06   3.0837188E+06   3.1759298E+06
   15.4300   3.3316055E+06   3.0837190E+06   3.1759300E+06
   15.4400   3.3316052E+06   3.0837190E+06   3.1759300E+06
   15.4500   3.3316050E+06   3.0837190E+06   3.1759302E+06
   15.4600   3.3316048E+06   3.0837192E+06   3.1759305E+06
   15.4700   3.3316045E+06   3.0837192E+06   3.1759308E+06
   15.4800   3.3316042E+06   3.0837195E+06   3.1759308E+06
   15.4900   3.3316040E+06   3.0837195E+06   3.1759310E+06
   15.5000   3.3316038E+06   3.0837195E+06   3.1759312E+06
   15.5100   3.3316035E+06   3.0837198E+06   3.1759315E+06
   15.5200   3.3316032E+06   3.0837198E+06   3.1759315E+06
   15.5300   3.3316028E+06   3.0837200E+06   3.1759318E+06
   15.5400   3.3316025E+06   3.0837200E+06   3.1759320E+06
   15.5500   3.3316022E+06   3.0837200E+06   3.1759322E+06
   15.5600   3.3316020E+06   3.0837202E+06   3.1759322E+06
   15.5700   3.3316018E+06   3.0837202E+06   3.1759325E+06
   15.5800   3.3316015E+06   3.0837205E+06   3.1759328E+06
   15.5900   3.3316012E+06   3.0837205E+06   3.1759330E+06
   15.6000   3.3316010E+06   3.0837205E+06   3.1759332E+06
   15.6100   3.3316005E+06   3.0837208E+06   3.1759332E+06
   15.6200   3.3316002E+06   3.0837208E+06   3.1759335E+06
   15.6300   3.3316000E+06   3.0837210E+06   3.1759338E+06
   15.6400   3.3315998E+06   3.0837210E+06   3.1759340E+06
   15.6500   3.3315995E+06   3.0837210E+06   3.1759342E+06
   15.6600   3.3315992E+06   3.0837212E+06   3.1759345E+06
   15.6700   3.3315990E+06   3.0837212E+06   3.1759345E+06
   15.6800   3.3315985E+06   3.0837212E+06   3.1759348E+06
   15.6900   3.3315982E+06   3.0837215E+06   3.1759350E+06
   15.7000   3.3315980E+06   3.0837215E+06   3.1759352E+06
   15.7100   3.3315978E+06   3.0837215E+06   3.1759355E+06
   15.7200   3.3315975E+06   3.0837218E+06   3.1759358E+06
   15.7300   3.3315972E+06   3.0837218E+06   3.1759360E+06
   15.7400   3.3315968E+06   3.0837218E+06   3.1759360E+06
   15.7500   3.3315965E+06   3.0837220E+06   3.1759362E+06
   15.7600   3.3315962E+06   3.0837220E+06   3.1759365E+06
   15.7700   3.3315960E+06   3.0837222E+06   3.1759368E+06
   15.7800   3.3315958E+06   3.0837222E+06   3.1759370E+06
   15.7900   3.3315952E+06   3.0837222E+06   3.1759372E+06
   15.8000   3.3315950E+06   3.0837225E+06   3.1759375E+06
   15.8100   3.3315948E+06   3.0837225E+06   3.1759378E+06
   15.8200   3.3315945E+06   3.0837225E+06   3.1759380E+06
   15.8300   3.3315942E+06   3.0837228E+06   3.1759382E+06
   15.8400   3.3315938E+06   3.0837228E+06   3.1759385E+06
   15.8500   3.3315935E+06   3.0837228E+06   3.1759388E+06
   15.8600   3.3315932E+06   3.0837228E+06   3.1759388E+06
   15.8700   3.3315930E+06   3.0837230E+06   3.1759390E+06
   15.8800   3.3315925E+06   3.0837230E+06   3.1759392E+06
   15.8900   3.3315922E+06   3.0837230E+06   3.1759395E+06
   15.9000   3.3315920E+06   3.0837232E+06   3.1759398E+06
   15.9100   3.3315918E+06   3.0837232E+06   3.1759400E+06
   15.9200   3.3315912E+06   3.0837232E+06   3.1759402E+06
   15.9300   3.3315910E+06   3.0837235E+06   3.1759405E+06
   15.9400   3.3315908E+06   3.0837235E+06   3.1759408E+06
   15.9500   3.3315905E+06   3.0837235E+06   3.1759410E+06
   15.9600   3.3315900E+06   3.0837235E+06   3.1759412E+06
   15.9700   3.3315898E+06   3.0837238E+06   3.1759415E+06
   15.9800   3.3315895E+06   3.0837238E+06   3.1759418E+06
   15.9900   3.3315890E+06   3.0837238E+06   3.1759420E+06
   16.0000   3.3315888E+06   3.0837240E+06   3.1759422E+06
   16.0100   3.3315885E+06   3.0837240E+06   3.1759425E+06
   16.0200   3.3315882E+06   3.0837240E+06   3.1759430E+06
   16.0300   3.3315878E+06   3.0837240E+06   3.1759432E+06
   16.0400   3.3315875E+06   3.0837242E+06   3.1759435E+06
   16.0500   3.3315872E+06   3.0837242E+06   3.1759438E+06
   16.0600   3.3315868E+06   3.0837242E+06   3.1759440E+06
   16.0700   3.3315865E+06   3.0837245E+06   3.1759442E+06
   16.0800   3.3315862E+06   3.0837245E+06   3.1759445E+06
   16.0900   3.3315858E+06   3.0837245E+06   3.1759448E+06
   16.1000   3.3315855E+06   3.0837245E+06   3.1759450E+06
   16.1100   3.3315852E+06   3.0837248E+06   3.1759452E+06
   16.1200   3.3315848E+06   3.0837248E+06   3.1759455E+06
   16.1300   3.3315845E+06   3.0837248E+06   3.1759458E+06
   16.1400   3.3315842E+06   3.0837248E+06   3.1759460E+06
   16.1500   3.3315838E+06   3.0837250E+06   3.1759462E+06
   16.1600   3.3315835E+06   3.0837250E+06   3.1759468E+06
   16.1700   3.3315832E+06   3.0837250E+06   3.1759470E+06
   16.1800   3.3315828E+06   3.0837250E+06   3.1759472E+06
   16.1900   3.3315825E+06   3.0837252E+06   3.1759475E+06
   16.2000   3.3315822E+06   3.0837252E+06   3.1759478E+06
   16.2100   3.3315818E+06   3.0837252E+06   3.1759480E+06
   16.2200   3.3315815E+06   3.0837252E+06   3.1759482E+06
   16.2300   3.3315812E+06   3.0837255E+06   3.1759485E+06
   16.2400   3.3315808E+06   3.0837255E+06   3.1759488E+06
   16.2500   3.3315805E+06   3.0837255E+06   3.1759492E+06
   16.2600   3.3315802E+06   3.0837255E+06   3.1759495E+06
   16.2700   3.3315798E+06   3.0837258E+06   3.1759498E+06
   16.2800   3.3315795E+06   3.0837258E+06   3.1759500E+06
   16.2900   3.3315792E+06   3.0837258E+06   3.1759502E+06
   16.3000   3.3315788E+06   3.0837258E+06   3.1759505E+06
   16.3100   3.3315785E+06   3.0837258E+06   3.1759508E+06
   16.3200   3.3315782E+06   3.0837260E+06   3.1759512E+06
   16.3300   3.3315778E+06   3.0837260E+06   3.1759515E+06
   16.3400   3.3315775E+06   3.0837260E+06   3.1759518E+06
   16.3500   3.3315772E+06   3.0837260E+06   3.1759520E+06
   16.3600   3.3315768E+06   3.0837262E+06   3.1759522E+06
   16.3700   3.3315765E+06   3.0837262E+06   3.1759525E+06
   16.3800   3.3315760E+06   3.0837262E+06   3.1759528E+06
   16.3900   3.3315758E+06   3.0837262E+06   3.1759530E+06
   16.4000   3.3315755E+06   3.0837265E+06   3.1759535E+06
   16.4100   3.3315750E+06   3.0837265E+06   3.1759538E+06
   16.4200   3.3315748E+06   3.0837265E+06   3.1759540E+06
   16.4300   3.3315745E+06   3.0837265E+06   3.1759542E+06
   16.4400   3.3315740E+06   3.0837268E+06   3.1759545E+06
   16.4500   3.3315738E+06   3.0837268E+06   3.1759548E+06
   16.4600   3.3315735E+06   3.0837268E+06   3.1759550E+06
   16.4700   3.3315730E+06   3.0837268E+06   3.1759555E+06
   16.4800   3.3315728E+06   3.0837268E+06   3.1759558E+06
   16.4900   3.3315725E+06   3.0837270E+06   3.1759560E+06
   16.5000   3.3315720E+06   3.0837270E+06   3.1759562E+06
   16.5100   3.3315718E+06   3.0837270E+06   3.1759565E+06
   16.5200   3.3315715E+06   3.0837270E+06   3.1759568E+06
   16.5300   3.3315710E+06   3.0837272E+06   3.1759570E+06
   16.5400   3.3315708E+06   3.0837272E+06   3.1759572E+06
   16.5500   3.3315702E+06   3.0837272E+06   3.1759575E+06
   16.5600   3.3315700E+06   3.0837272E+06   3.1759580E+06
   16.5700   3.3315698E+06   3.0837275E+06   3.1759582E+06
   16.5800   3.3315692E+06   3.0837275E+06   3.1759585E+06
   16.5900   3.3315690E+06   3.0837275E+06   3.1759588E+06
   16.6000   3.3315688E+06   3.0837275E+06   3.1759590E+06
