-8.36861693882553e-07,3.62989039682656e-11,1.89246392608559e-14,-5.19795331005439e-13,-3.05840475829393e-16,4.59260067257936e-13,-1.80480195748358e-15,5.73870810965896e-05,2.2662759239136e-05,-8.31598781883351e-06,1.36464983337124e-14,7.17384554685372e-05,-2.49041616093222e-07,-4.1816273658748e-23,2.2862361398808e-06,6.52746385213489e-07,-0.000980160267001497,-2.71637217989829e-11,-1.02412863938535e-05,-5.33994989064569e-09,4.19495933239504e-07,8.5222712940242e-07,-0.00127810523261938,4.53661728152378e-06
2.31117082721666e-08,1.84815782930398e-14,3.68162180097387e-11,6.99466602092305e-14,-4.91741627453235e-13,6.5742855746705e-17,2.56426810775498e-14,1.62858051402732e-05,-1.9090663291027e-05,6.34632983890811e-06,-4.8326545524144e-13,3.54509733531451e-06,-1.26792309043744e-10,-1.43364177921029e-21,-3.07402327226152e-07,0.00104969900626039,-1.40073134807109e-07,-4.36666256676783e-08,-5.21534239011149e-09,-1.03916830136439e-05,-5.64542924162916e-08,0.00137043846792638,-1.83018222179442e-07,-6.44540084996822e-05
-1.286911975146e-06,-5.19873682467336e-13,6.96108563975157e-14,1.9549165070628e-11,-1.17060714779015e-15,-2.6844706938163e-14,2.11701160526614e-16,1.57967809133608e-05,2.23465454434757e-05,6.3703907902652e-05,-6.84480688759284e-15,0.000101852405737934,3.56643459194357e-09,1.36780953834422e-23,-8.59288577357111e-05,2.49825645588635e-06,5.73608448796512e-05,-1.03969967561305e-10,1.46702499086083e-07,-1.96426944262555e-08,-1.57797674820836e-05,3.2601641775229e-06,7.47142014590203e-05,-5.32093395715755e-07
5.77606612000019e-09,-2.71993128170029e-16,-4.91651229958513e-13,-1.19889822032367e-15,4.00758452147394e-14,-3.75758432003536e-18,2.68422905444571e-16,-1.35742488994756e-06,1.34291882483145e-06,-8.55876930972029e-07,1.58415473457909e-14,-8.70589343251639e-07,1.86608165499799e-12,1.07611497497206e-23,5.26931696310899e-09,-8.55346301974742e-05,8.01626063376082e-09,3.55915133150028e-09,7.67537688974471e-11,1.38696197163768e-07,9.6786527544287e-10,-0.000111699274050981,1.04608872039093e-08,-6.74699689576314e-07
-2.15079423525673e-08,4.59173831203898e-13,8.39026890189353e-17,-2.68310580690868e-14,-5.2076636894854e-18,3.75710612139269e-14,-1.67817829276595e-16,2.07994471175245e-06,4.76556086035939e-07,-6.26300116243768e-07,9.38807677276515e-16,1.93005788123172e-06,-3.15001923191184e-09,5.05347915219517e-24,1.18067996823001e-07,1.11141675130771e-08,-8.01758431730844e-05,-4.62524006709028e-13,-1.29572093961291e-07,-2.36742718172126e-11,2.16550250844781e-08,1.45021196725329e-08,-0.000104554000671721,4.2181195017785e-07
2.39210593289169e-08,-1.69970542603723e-15,2.56552140991175e-14,9.29911820854792e-17,2.68207404859024e-16,-1.63097235242968e-16,2.93619147215255e-14,-4.51285676139084e-06,4.37595211573379e-06,-3.11338075386711e-06,-1.20780075809799e-14,-3.24997327861794e-06,1.1660457603603e-11,-1.68873242798384e-23,-4.09317169516342e-10,-5.72416457559496e-07,3.48054044478447e-07,2.3820057166549e-11,4.79660630081736e-10,-7.239377723745e-09,-7.50481458592225e-11,-7.47499493395803e-07,4.53951461643345e-07,-7.38024020802953e-05
0.000279759115027792,-1.00480627664361e-10,-1.10781473872995e-12,7.12825409524893e-12,3.85805361034123e-14,-5.74446175217677e-12,-1.90953061867725e-13,-0.00657517835045461,-0.00659031681051996,-0.00718404646137813,-4.81891099291004e-14,-0.0203499037056564,6.89474181361083e-07,1.32610990842811e-20,-3.13501881902019e-05,-8.23389309128131e-05,0.0122605251174748,3.42641128940259e-09,2.83624424073821e-05,3.12591761992204e-07,-5.75275388166648e-06,-0.000107539469366745,0.015988409616377,0.000479970858017659
-7.95119880943901e-07,-1.04467919381364e-12,1.05224484731641e-10,1.304240525115e-12,-6.06321016655959e-12,-7.45858107693087e-14,5.40430719090383e-13,0.000160714963621774,5.06806806892325e-05,-0.000205187908605946,3.92535768316403e-12,6.18729926408169e-06,7.16710728583664e-09,1.54147396988526e-21,-5.73208421999945e-06,0.0129428667144947,0.000159175045522077,-5.38448882726088e-07,2.9481495968769e-07,-2.96918725688896e-05,-1.05260535432641e-06,0.0168976157602622,0.000207594404571994,-0.00135836336606347
-1.40917789695883e-07,-3.13833718857305e-12,-8.22253300099453e-14,6.71937873006169e-13,1.88591099702588e-15,-1.3292691794459e-13,-2.83140196345527e-15,-0.000564241264172046,-9.01693565625318e-05,0.000709687283924807,5.26298404762173e-15,5.52763292521919e-05,2.1529088110714e-08,2.76668855846773e-23,-2.95362924944906e-06,-4.0247757584286e-06,0.00028365668365008,1.67498184965875e-10,8.85643391717293e-07,2.32016541152358e-08,-5.4228316665625e-07,-5.2562599276897e-06,0.000369964544748377,7.11654505578108e-06
-7.05436265523986e-07,-5.41845276814649e-14,3.85042086999968e-12,6.58628167118178e-14,-1.53738821561324e-13,-3.33021172605464e-15,3.29483743555705e-14,0.000132442694745206,-0.000137800427137235,0.000106425846430223,-7.39058079850677e-12,0.000101090254753838,3.71696179574458e-10,5.64853252104648e-22,-2.89471667004165e-07,0.000328090125611974,7.10670895302977e-06,-1.36552673147943e-08,1.52891587890679e-08,-1.08631272840847e-06,-5.31575180467299e-08,0.000428441651244689,9.26878324531506e-06,-8.28179603746571e-05
